_id,codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_direcao,vento_vel,vento_rajada,radiacao,precipitacao
ObjectId(58f3b7c40d77803ba67877e2),A325,05/06/2016,20,31.6,32.8,31.6,41,41,38,16.6,17.1,16.4,985.7,985.8,985.6,0.1,73,7.2,614.9,0
ObjectId(58f3b7c40d77803ba67877e3),A325,05/06/2016,15,30.1,30.7,28.7,56,63,56,20.3,22,20.3,988.2,989.1,988.2,1,98,7.6,1693,0.2
ObjectId(58f3b7c40d77803ba67877e4),A325,05/06/2016,22,27.2,28.6,27.1,55,56,49,17.4,17.6,16.7,986.6,986.6,986.1,0,54,0,-3.54,0
ObjectId(58f3b7c40d77803ba67877e5),A325,05/06/2016,23,27.7,28.2,26.8,58,58,54,18.6,18.6,17.1,987.6,987.6,986.6,4.6,45,9.7,-3.54,0
ObjectId(58f3b7c40d77803ba67877e6),A325,05/06/2016,18,33,33.6,31.7,37,45,37,16.5,18.8,16.5,985.7,986.3,985.7,1.9,85,9.2,2222,0
ObjectId(58f3b7c40d77803ba67877e7),A325,06/06/2016,1,25.8,26.5,25.8,70,70,65,19.9,19.9,19.3,989.2,989.2,988.6,0.7,57,7.8,-3.54,0
ObjectId(58f3b7c40d77803ba67877e8),A325,06/06/2016,2,25.4,25.9,25.4,74,74,70,20.4,20.4,20,989.1,989.2,989.1,0.2,55,6.5,-3.54,0
ObjectId(58f3b7c40d77803ba67877e9),A325,05/06/2016,17,31.9,32.9,31.3,43,48,42,17.6,19.5,17.6,986.3,987.3,986.3,1.8,69,9.7,2744,0
ObjectId(58f3b7c40d77803ba67877ea),A325,06/06/2016,4,24.8,25.2,24.8,79,79,76,20.9,21,20.6,988.4,988.8,988.4,0,63,3.7,-3.54,0
ObjectId(58f3b7c40d77803ba67877eb),A325,06/06/2016,0,26.5,27.7,26.5,65,65,58,19.3,19.4,18.6,988.6,988.7,987.6,1.8,48,9.7,-3.54,0
ObjectId(58f3b7c40d77803ba67877ec),A325,06/06/2016,6,24.4,24.6,24.4,82,82,81,21.2,21.3,21.1,987.8,988,987.8,0,50,0,-3.54,0
ObjectId(58f3b7c40d77803ba67877ed),A325,05/06/2016,21,28.6,31.6,28.6,49,49,41,16.9,17,16.5,986.1,986.1,985.7,0,55,4.5,29.8,0
ObjectId(58f3b7c40d77803ba67877ee),A325,06/06/2016,8,23.9,24.3,23.8,85,85,82,21.1,21.2,20.9,988,988.1,987.7,0,99,1.3,-3.54,0
ObjectId(58f3b7c40d77803ba67877ef),A325,06/06/2016,5,24.6,24.8,24.6,81,81,79,21.1,21.1,20.9,988,988.4,988,0,53,3,-3.54,0
ObjectId(58f3b7c40d77803ba67877f0),A325,06/06/2016,3,25.1,25.5,25.1,76,76,74,20.7,20.7,20.4,988.8,989.1,988.8,0.2,61,6.9,-3.54,0
ObjectId(58f3b7c40d77803ba67877f1),A325,06/06/2016,9,24,24,23.8,85,85,85,21.4,21.4,21.1,988.5,988.5,988,0,80,0,16.54,0
ObjectId(58f3b7c40d77803ba67877f4),A325,06/06/2016,7,24.3,24.5,24.3,82,82,82,21.1,21.2,21,987.7,987.9,987.6,0,79,3.2,-3.54,0
ObjectId(58f3b7c40d77803ba67877f5),A325,06/06/2016,12,27.6,27.8,26.4,68,74,67,21.1,21.6,20.8,990.1,990.2,989.9,0.1,110,5.7,1362,0
ObjectId(58f3b7c40d77803ba67877f6),A325,06/06/2016,14,29.7,30.7,29.1,55,58,54,19.6,20.8,19.5,989.4,989.9,989.4,0.5,123,7.5,2056,0
ObjectId(58f3b7c40d77803ba67877f7),A325,06/06/2016,15,31.8,32.3,29.7,45,55,45,18.4,20.5,18.4,988.5,989.4,988.5,0.4,127,6.8,2408,0
ObjectId(58f3b7c40d77803ba67877f8),A325,06/06/2016,17,32.8,33.7,32.1,39,41,38,16.8,18,16.7,986.2,987.2,986.2,2.2,134,7.7,2563,0
ObjectId(58f3b7c40d77803ba67877f9),A325,06/06/2016,18,33.5,33.9,32.8,39,40,38,17.5,18.1,17,985.6,986.2,985.6,0.4,122,7.8,2217,0
ObjectId(58f3b7c40d77803ba67877fa),A325,06/06/2016,13,29.6,29.6,27.6,58,68,57,20.3,21.7,20.2,989.8,990.1,989.8,0.9,88,6.3,2176,0
ObjectId(58f3b7c40d77803ba67877fb),A325,06/06/2016,16,32.8,33,30.9,41,46,40,17.8,19.3,17.1,987.2,988.5,987.2,0.1,129,7.6,2514,0
ObjectId(58f3b7c40d77803ba67877fc),A325,06/06/2016,19,30,33.8,29.5,54,55,35,19.8,19.9,16,985.7,985.7,985.3,3.4,40,8,1145,0
ObjectId(58f3b7c40d77803ba67877fd),A325,06/06/2016,20,29,30.1,29,56,56,53,19.3,19.7,19.2,986.1,986.1,985.7,0.8,32,8,616.6,0
ObjectId(58f3b7c40d77803ba67877fe),A325,06/06/2016,21,27.7,29,27.7,62,62,56,19.8,19.8,19.3,986.8,986.9,986.1,0.1,21,6.9,25.83,0
ObjectId(58f3b7c40d77803ba67877ff),A325,06/06/2016,23,26.2,27.1,26,66,69,64,19.3,20.1,19.3,988.6,988.6,987.4,0,74,5.4,-3.54,0
ObjectId(58f3b7c40d77803ba6787800),A325,07/06/2016,0,26.1,26.5,26,70,70,66,20.3,20.4,19.3,989.6,989.7,988.6,0,145,6.2,-3.51,0
ObjectId(58f3b7c40d77803ba6787801),A325,07/06/2016,3,24.4,24.7,24.3,85,85,84,21.6,22,21.5,989.9,989.9,989.8,0,59,0,-3.29,0
ObjectId(58f3b7c40d77803ba6787802),A325,07/06/2016,2,24.6,25,24.5,84,84,81,21.7,21.7,21.4,989.8,989.9,989.6,0,47,2.9,-0.31,0
ObjectId(58f3b7c40d77803ba6787803),A325,07/06/2016,4,23.9,24.5,23.9,87,87,85,21.7,21.9,21.5,989.4,989.9,989.4,0,41,0.3,-2.67,0.4
ObjectId(58f3b7c40d77803ba6787804),A325,07/06/2016,6,23.2,23.3,23.2,88,88,87,21.1,21.2,21,989.1,989.1,988.9,0,60,0,-2.43,0
ObjectId(58f3b7c40d77803ba6787805),A325,07/06/2016,7,23.2,23.3,23.1,88,89,88,21.1,21.3,21.1,989.1,989.1,989,0,82,0,-3.13,0
ObjectId(58f3b7c40d77803ba6787806),A325,07/06/2016,5,23.3,24,23.2,88,88,87,21.1,21.8,21,989,989.4,989,0,58,1,-2.83,0
ObjectId(58f3b7c40d77803ba6787807),A325,06/06/2016,22,27.1,27.8,27.1,64,64,61,19.8,19.8,19.6,987.4,987.4,986.8,0.5,30,9.6,-3.54,0
ObjectId(58f3b7c40d77803ba6787808),A325,07/06/2016,1,24.8,26.1,24.2,81,81,70,21.3,21.3,20.3,989.6,989.6,989.3,0,55,4.5,-1.99,3
ObjectId(58f3b7c40d77803ba6787809),A325,07/06/2016,8,23.2,23.3,23.1,88,88,88,21.1,21.2,21,989.6,989.6,989.1,0,80,0,-1.6,0
ObjectId(58f3b7c40d77803ba678780a),A325,07/06/2016,9,23.1,23.3,22.9,88,88,87,20.9,21.2,20.7,990.1,990.1,989.6,0,39,0,33.4,0
ObjectId(58f3b7c40d77803ba678780b),A325,07/06/2016,10,24.4,24.6,23.1,82,88,82,21.1,21.6,20.7,990.4,990.4,990,0,39,0,501.8,0
ObjectId(58f3b7c40d77803ba678780c),A325,07/06/2016,11,25.4,25.9,24.4,75,82,74,20.7,21.6,20.6,990.9,990.9,990.4,0,101,0,1201,0
ObjectId(58f3b7c40d77803ba678780d),A325,07/06/2016,15,31.3,31.4,29.3,45,54,45,18.1,19.2,17.9,989.5,990.3,989.5,0,155,0,2120,0
ObjectId(58f3b7c40d77803ba678780e),A325,07/06/2016,13,30.3,30.3,28,55,65,54,20.1,21.1,19,990.7,991.2,990.7,0,78,5.5,2661,0
ObjectId(58f3b7c40d77803ba678780f),A325,07/06/2016,12,28,28,25.4,65,76,64,20.9,21.6,20.3,991.1,991.1,990.9,0,139,0,2144,0
ObjectId(58f3b7c40d77803ba6787810),A325,07/06/2016,14,29.3,30.3,28.6,53,57,52,18.7,20.1,18.5,990.3,990.7,990.3,0,137,4,1513,0
ObjectId(58f3b7c40d77803ba6787811),A325,07/06/2016,17,33.1,33.7,32.2,35,43,35,15.6,18.2,15.6,987.2,988.3,987.2,0,154,4.6,2992,0
ObjectId(58f3b7c40d77803ba6787812),A325,07/06/2016,18,33.7,34.2,32.7,34,37,33,15.5,16.9,15.3,986.7,987.2,986.7,0,180,4.4,2280,0
ObjectId(58f3b7c40d77803ba6787813),A325,07/06/2016,20,32.4,33.7,32.4,35,35,32,15,15.4,14.4,986.9,986.9,986.6,0,132,2.6,609.7,0
ObjectId(58f3b7c40d77803ba6787814),A325,07/06/2016,16,32.2,32.7,30.9,42,47,42,17.8,19.4,17.4,988.3,989.5,988.3,0,173,8.1,2720,0
ObjectId(58f3b7c40d77803ba6787815),A325,07/06/2016,19,33.6,34.1,33.4,33,34,32,15,16,14.7,986.6,986.7,986.5,0,143,2.8,1485,0
ObjectId(58f3b7c40d77803ba6787816),A325,07/06/2016,21,28.2,32.3,28.2,52,52,35,17.3,17.5,14.9,987.3,987.3,986.9,0,22,0,26.86,0
ObjectId(58f3b7c40d77803ba6787817),A325,08/06/2016,0,26.3,27.3,26.3,64,66,63,19.1,19.7,19.1,988.9,988.9,988.3,2.7,40,9,-3.54,0
ObjectId(58f3b7c40d77803ba6787818),A325,07/06/2016,22,26.2,28.2,26.1,62,62,51,18.2,18.2,16.8,987.8,987.8,987.3,0,35,0,-3.54,0
ObjectId(58f3b7c40d77803ba6787819),A325,07/06/2016,23,27.3,27.5,25.3,63,66,60,19.6,19.8,17.9,988.3,988.3,987.8,2.4,49,8.7,-3.54,0
ObjectId(58f3b7c40d77803ba678781a),A325,08/06/2016,1,25.8,26.3,25.7,65,65,64,18.8,19.1,18.6,989.4,989.4,988.9,1.3,43,9.8,-3.54,0
ObjectId(58f3b7c40d77803ba678781b),A325,08/06/2016,5,24.1,24.3,24.1,82,82,81,20.9,21,20.9,988.8,989.2,988.8,0,49,5,-3.54,0
ObjectId(58f3b7c40d77803ba678781c),A325,08/06/2016,3,24.7,25.2,24.7,78,78,72,20.7,20.7,19.7,989.4,989.5,989.4,0.8,50,8.3,-3.54,0
ObjectId(58f3b7c40d77803ba678781d),A325,08/06/2016,6,23.9,24.2,23.9,83,83,82,20.9,21,20.9,988.5,988.8,988.5,0,42,4.1,-3.54,0
ObjectId(58f3b7c40d77803ba678781e),A325,08/06/2016,7,23.3,23.9,23.3,85,85,83,20.7,21,20.7,988.7,988.8,988.5,0,90,0,-3.54,0
ObjectId(58f3b7c40d77803ba678781f),A325,08/06/2016,4,24.3,24.7,24.3,81,81,78,20.9,21,20.7,989.2,989.5,989.2,0.1,54,6.9,-3.54,0
ObjectId(58f3b7c40d77803ba6787820),A325,08/06/2016,9,23.1,23.1,22.9,89,89,87,21.1,21.1,20.7,989.7,989.7,989.2,0,197,0,18.35,0
ObjectId(58f3b7c40d77803ba6787821),A325,08/06/2016,8,23.1,23.4,23.1,87,87,85,20.9,21,20.6,989.2,989.2,988.7,0,89,0,-3.35,0
ObjectId(58f3b7c40d77803ba6787822),A325,08/06/2016,2,25.2,25.8,25.2,72,72,65,19.8,19.8,18.8,989.4,989.4,989.3,1.5,55,9.8,-3.54,0
ObjectId(58f3b7c40d77803ba6787824),A325,08/06/2016,10,24,24,23.1,87,89,87,21.7,21.9,21.1,990.3,990.3,989.7,0,169,0,214.4,0
ObjectId(58f3b7c40d77803ba6787825),A325,08/06/2016,12,27.4,27.4,26.2,70,77,69,21.6,21.9,20.8,991.3,991.4,991,0.5,93,5.7,1257,0
ObjectId(58f3b7c40d77803ba6787826),A325,08/06/2016,14,30.9,31.2,29.2,49,57,48,18.8,20.3,18.6,990.5,991.1,990.5,0.1,97,6.3,2246,0
ObjectId(58f3b7c40d77803ba6787827),A325,08/06/2016,15,32.2,32.6,30.4,42,49,41,17.6,19.4,17.5,989.5,990.5,989.4,0.1,60,5.6,3106,0
ObjectId(58f3b7c40d77803ba6787828),A325,08/06/2016,16,33.2,33.7,32.1,37,42,36,16.6,17.9,16.3,988.4,989.5,988.4,0.2,77,6,3184,0
ObjectId(58f3b7c40d77803ba6787829),A325,08/06/2016,17,33.4,34.3,32.7,34,37,33,15.2,16.6,14.8,987.3,988.4,987.3,0,121,6,2771,0
ObjectId(58f3b7c40d77803ba678782a),A325,08/06/2016,18,34.5,35,33.4,30,34,30,14.4,15.8,14.4,986.8,987.3,986.8,0.1,136,5.1,2288,0
ObjectId(58f3b7c40d77803ba678782b),A325,08/06/2016,13,29.8,29.8,27.4,56,70,56,20.1,21.8,19.5,991,991.3,991,0,87,6,2521,0
ObjectId(58f3b7c40d77803ba678782c),A325,08/06/2016,19,34,34.8,32.7,32,34,30,14.8,15.3,14,986.9,987,986.8,0,33,4.9,847,0
ObjectId(58f3b7c40d77803ba678782d),A325,08/06/2016,20,32.7,34.2,32.7,34,34,31,14.6,15.1,14.3,987.3,987.3,986.9,0,73,4.2,592.4,0
ObjectId(58f3b7c40d77803ba678782e),A325,08/06/2016,22,27.3,29,27.3,50,50,45,15.8,16.1,15.7,988.5,988.5,987.8,0,50,3.5,-3.54,0
ObjectId(58f3b7c40d77803ba678782f),A325,08/06/2016,23,27.4,28.3,27.2,67,67,50,20.7,20.7,16.1,988.9,989,988.4,3,46,9,-3.54,0
ObjectId(58f3b7c40d77803ba6787830),A325,09/06/2016,0,26.8,27.5,26.8,64,68,64,19.4,20.8,19.4,989.6,989.6,988.9,3.7,48,9,-3.54,0
ObjectId(58f3b7c40d77803ba6787831),A325,09/06/2016,1,26.4,26.9,26.4,61,64,59,18.3,19.4,17.8,989.9,989.9,989.5,5.5,52,10.8,-3.54,0
ObjectId(58f3b7c40d77803ba6787832),A325,09/06/2016,2,25.6,26.4,25.6,69,69,61,19.6,19.6,18.3,989.8,990.1,989.8,1.8,38,11,-3.54,0
ObjectId(58f3b7c40d77803ba6787833),A325,08/06/2016,21,29,32.7,29,45,45,34,15.9,15.9,14.5,987.8,987.8,987.3,0,35,0,21.18,0
ObjectId(58f3b7c40d77803ba6787834),A325,09/06/2016,3,25.2,25.6,25.2,75,75,69,20.4,20.4,19.5,990,990.1,989.8,0,59,9.2,-3.54,0
ObjectId(58f3b7c40d77803ba6787835),A325,09/06/2016,4,25.2,25.2,25,77,78,75,21,21,20.4,990.1,990.1,989.9,0,40,6.7,-3.54,0
ObjectId(58f3b7c40d77803ba6787836),A325,09/06/2016,6,25,25.2,25,80,80,79,21.4,21.4,21.3,989.8,989.9,989.8,0,65,5,-3.49,0
ObjectId(58f3b7c40d77803ba6787837),A325,09/06/2016,5,25.2,25.3,25.1,79,79,77,21.3,21.3,21,989.9,990.1,989.9,0.4,73,5.3,-3.54,0
ObjectId(58f3b7c40d77803ba6787838),A325,09/06/2016,8,24.1,24.6,24,86,86,84,21.7,21.9,21.5,990.3,990.3,990,0,52,0,-3.53,0
ObjectId(58f3b7c40d77803ba678783c),A325,09/06/2016,13,30.3,30.3,28.2,58,70,58,21.2,22.1,20.4,991.8,992.2,991.8,0,99,6.1,2602,0
ObjectId(58f3b7c40d77803ba678783d),A325,09/06/2016,9,24.3,24.3,24.1,87,87,86,22,22,21.7,990.7,990.7,990.3,0,68,0,15.54,0
ObjectId(58f3b7c40d77803ba678783e),A325,09/06/2016,7,24.6,25,24.5,84,84,80,21.8,21.8,21.4,990,990.1,989.8,0,64,0,-3.52,0.6
ObjectId(58f3b7c40d77803ba678783f),A325,09/06/2016,14,32.5,32.5,29.9,48,58,48,20,21,19,991.3,991.8,991.3,0,121,4.2,2795,0
ObjectId(58f3b7c40d77803ba6787840),A325,09/06/2016,15,33,33,30.7,44,49,43,19.1,19.7,17.9,990.5,991.3,990.5,0,110,2.6,2263,0
ObjectId(58f3b7c40d77803ba6787841),A325,09/06/2016,16,33.2,33.5,31.7,37,45,37,16.5,18.9,16.4,989.3,990.5,989.3,0,114,0,2629,0
ObjectId(58f3b7c40d77803ba6787842),A325,09/06/2016,17,34.3,34.9,33.1,30,37,30,14.5,16.7,14.3,988.3,989.3,988.3,0,100,5.4,2747,0
ObjectId(58f3b7c40d77803ba6787843),A325,09/06/2016,18,34,35.2,33.9,28,31,28,13,14.7,13,987.7,988.3,987.7,0.1,98,6.8,2302,0
ObjectId(58f3b7c40d77803ba6787844),A325,09/06/2016,19,34.5,35,34,28,29,27,13.2,13.8,12.8,987.6,987.8,987.6,0,98,5.1,1360,0
ObjectId(58f3b7c40d77803ba6787845),A325,09/06/2016,20,31,34.6,31,44,44,28,17.3,17.3,12.9,987.7,987.7,987.5,3,37,9,640.2,0
ObjectId(58f3b7c40d77803ba6787846),A325,10/06/2016,15,31.4,31.8,30.2,42,48,41,17.1,18.3,16.7,990.3,991.2,990.3,0,120,6.4,2062,0
ObjectId(58f3b7c40d77803ba6787847),A325,09/06/2016,22,27.5,28.2,27.5,60,60,55,19.1,19.1,18.2,989,989,988.3,1.8,23,9.9,-3.54,0
ObjectId(58f3b7c40d77803ba6787848),A325,09/06/2016,21,28.2,31,28.2,54,54,44,18.2,18.2,17.2,988.3,988.3,987.7,2.3,43,9,37.59,0
ObjectId(58f3b7c40d77803ba6787849),A325,09/06/2016,23,26.9,27.6,26.9,64,64,60,19.5,19.5,19.1,989.7,989.7,989,2.6,30,8.9,-3.54,0
ObjectId(58f3b7c40d77803ba678784a),A325,10/06/2016,17,33.7,34.1,32.1,32,38,32,14.9,16.6,14.6,988.5,989.3,988.5,0,100,5.7,2668,0
ObjectId(58f3b7c40d77803ba678784b),A325,10/06/2016,16,33,33.8,31.1,38,43,37,17,17.7,15.9,989.3,990.3,989.3,0,126,3.2,2457,0
ObjectId(58f3b7c40d77803ba678784c),A325,10/06/2016,18,33.4,34.4,32.9,31,33,30,13.9,15.4,13.1,988.2,988.5,988.2,0,126,4.8,1943,0
ObjectId(58f3b7c40d77803ba678784d),A325,10/06/2016,20,32.5,34.2,32.5,33,33,28,14.1,14.3,12.5,988.5,988.5,988.2,0,179,1.6,607.9,0
ObjectId(58f3b7c40d77803ba678784e),A325,10/06/2016,19,34.1,34.4,33.4,28,31,27,12.8,14.4,12.3,988.2,988.2,988.2,0,84,5.5,1534,0
ObjectId(58f3b7c40d77803ba678784f),A325,10/06/2016,21,29.9,32.5,29.8,42,42,33,15.5,15.5,14.1,988.9,988.9,988.5,0,127,1.6,41.81,0
ObjectId(58f3b7c40d77803ba6787850),A325,10/06/2016,22,28.1,30,28.1,50,50,42,16.7,16.7,15.5,989.3,989.3,988.9,0,36,0,-3.54,0
ObjectId(58f3b7c40d77803ba6787851),A325,10/06/2016,23,27.7,28.8,26.2,57,57,42,18.6,18.6,14.2,990,990,989.3,1.1,46,6.5,-3.54,0
ObjectId(58f3b7c40d77803ba6787852),A325,10/06/2016,1,25.3,26.2,25.3,74,74,66,20.4,20.4,19.4,990.9,990.9,990.3,0.3,54,7.5,-3.54,0
ObjectId(58f3b7c40d77803ba6787853),A325,10/06/2016,2,24.9,25.3,24.9,78,78,74,20.8,20.8,20.4,991.1,991.1,990.8,0.2,55,6.1,-3.54,0
ObjectId(58f3b7c40d77803ba6787854),A325,10/06/2016,4,24.6,24.8,24.6,81,81,80,21.2,21.3,21.1,990.8,991.1,990.7,0,58,6.1,-3.54,0
ObjectId(58f3b7c40d77803ba6787855),A325,10/06/2016,3,24.7,24.9,24.6,80,80,78,21.1,21.1,20.7,991.1,991.3,991,0.3,45,6.1,-3.54,0
ObjectId(58f3b7c40d77803ba6787856),A325,10/06/2016,5,24.1,24.6,24.1,83,83,81,21.1,21.2,21.1,990.6,990.8,990.5,0,113,0,-3.54,0
ObjectId(58f3b7c40d77803ba6787857),A325,10/06/2016,6,23.6,24.1,23.6,85,85,83,21,21.2,20.9,990.2,990.6,990.1,0,129,0,-3.54,0
ObjectId(58f3b7c40d77803ba6787858),A325,10/06/2016,8,23.5,23.8,23.4,86,86,86,21,21.3,20.9,990.8,990.8,990.3,0,71,0,-3.54,0
ObjectId(58f3b7c40d77803ba6787859),A325,10/06/2016,9,23.2,23.6,23.2,87,87,86,20.8,21,20.8,991,991.1,990.8,0,58,0,14.55,0
ObjectId(58f3b7c40d77803ba678785a),A325,10/06/2016,10,24.6,24.6,23.2,83,87,83,21.6,21.9,20.8,991.7,991.7,991,0,119,0,284.7,0
ObjectId(58f3b7c40d77803ba678785c),A325,10/06/2016,12,28.9,28.9,26.2,63,76,63,21.2,22.1,20.5,992.2,992.3,992.2,0.9,84,6.2,2057,0
ObjectId(58f3b7c40d77803ba678785d),A325,10/06/2016,13,30.2,30.2,28.1,55,63,54,20.1,21,19.4,991.9,992.3,991.9,0.5,109,6.2,2604,0
ObjectId(58f3b7c40d77803ba678785e),A325,10/06/2016,14,31,31.2,29.3,48,55,48,18.7,19.9,18.3,991.2,991.9,991.2,0.1,105,5.8,1847,0
ObjectId(58f3b7c40d77803ba678785f),A325,10/06/2016,0,26.2,26.9,26.2,66,66,64,19.4,19.5,19.3,990.3,990.3,989.7,0.1,41,8.6,-3.54,0
ObjectId(58f3b7c40d77803ba6787860),A325,10/06/2016,7,23.8,23.8,23.6,86,86,85,21.3,21.3,21,990.6,990.6,990.2,0,104,0,-3.54,0
ObjectId(58f3b7c40d77803ba6787861),A325,11/06/2016,5,24.6,25.1,24.6,80,80,76,21,21,20.5,990.8,991.3,990.8,0.6,50,6.1,-3.42,0
ObjectId(58f3b7c40d77803ba6787862),A325,11/06/2016,6,24.3,24.8,24.3,82,82,80,21,21.2,21,991,991.1,990.7,0,73,6.9,-3.54,0
ObjectId(58f3b7c40d77803ba6787863),A325,11/06/2016,8,23.4,23.6,23.1,87,87,84,21.1,21.1,20.7,991.9,991.9,991.4,0,151,0,-3.51,0
ObjectId(58f3b7c40d77803ba6787864),A325,11/06/2016,7,23.6,24.3,23.6,84,84,82,20.8,21,20.8,991.4,991.4,991,0,106,2.8,-3.54,0
ObjectId(58f3b7c40d77803ba6787868),A325,11/06/2016,9,23.3,23.7,23.3,87,87,87,21,21.4,21,992.1,992.1,991.8,0,46,0,14.95,0
ObjectId(58f3b7c40d77803ba6787869),A325,11/06/2016,14,31.9,32.2,30.5,41,46,40,16.9,17.9,16.6,992,992.7,992,0,51,5.8,2963,0
ObjectId(58f3b7c40d77803ba678786a),A325,11/06/2016,10,25.6,25.6,23.3,78,88,78,21.4,21.7,21,992.6,992.7,992.1,0.3,73,4.4,483.5,0
ObjectId(58f3b7c40d77803ba678786b),A325,11/06/2016,16,33,34.1,31.5,32,38,32,14.1,16.8,14.1,990,991,990,0,197,5.1,2374,0
ObjectId(58f3b7c40d77803ba678786c),A325,11/06/2016,17,35,35.1,33,30,32,30,14.8,15.4,13.8,989,990,989,0,124,0,3051,0
ObjectId(58f3b7c40d77803ba678786d),A325,11/06/2016,19,33.7,35.3,33,30,31,28,13.9,14.4,13.4,988.4,988.6,988.4,0,220,0,1284,0
ObjectId(58f3b7c40d77803ba678786e),A325,11/06/2016,20,33.1,34.1,33.1,31,31,29,13.7,14.2,13.7,988.6,988.7,988.4,0,164,0,599.4,0
ObjectId(58f3b7c40d77803ba678786f),A325,11/06/2016,22,27.6,30.5,27.6,49,49,37,15.9,16,14.3,989.9,989.9,989.3,0,49,0,-3.54,0
ObjectId(58f3b7c40d77803ba6787870),A325,11/06/2016,21,30.5,33.1,30.5,37,37,31,14.2,14.3,13.7,989.3,989.3,988.6,0,152,0,35.33,0
ObjectId(58f3b7c40d77803ba6787871),A325,11/06/2016,0,26.7,27.8,26.7,68,68,58,20.3,20.3,18.7,990.8,990.8,990,1,47,6.9,-3.54,0
ObjectId(58f3b7c40d77803ba6787872),A325,11/06/2016,1,25.6,26.7,25.6,71,71,66,20,20.3,19.4,991.4,991.4,990.8,2.1,40,9,-3.54,0
ObjectId(58f3b7c40d77803ba6787873),A325,11/06/2016,23,28.7,29.2,27.5,55,55,47,18.7,18.7,16,990.7,990.7,989.9,1,50,8.7,-3.54,0
ObjectId(58f3b7c40d77803ba6787874),A325,11/06/2016,18,33.8,35.4,33.8,29,31,28,13.3,14.8,13.3,988.6,989,988.6,0,157,3.6,2296,0
ObjectId(58f3b7c40d77803ba6787875),A325,11/06/2016,2,25.2,25.6,25.2,75,75,71,20.5,20.5,20,991.6,991.6,991.4,0.8,47,8.6,-3.54,0
ObjectId(58f3b7c40d77803ba6787876),A325,11/06/2016,15,33.5,33.5,31,37,42,36,16.8,17.8,15.6,991,992,991,0,121,5.2,2983,0
ObjectId(58f3b7c40d77803ba6787877),A325,11/06/2016,3,25.2,25.2,25.1,75,76,75,20.5,20.7,20.4,991.5,991.6,991.4,1.2,54,8.9,-3.54,0
ObjectId(58f3b7c40d77803ba6787878),A325,11/06/2016,4,25.1,25.2,25,76,76,75,20.5,20.6,20.5,991.2,991.5,991.1,0.5,49,5.7,-3.54,0
ObjectId(58f3b7c40d77803ba6787879),A325,12/06/2016,3,26.1,26.3,25.2,62,67,62,18.3,18.9,18.3,991.7,992.1,991.7,0,30,6.2,-3.54,0
ObjectId(58f3b7c40d77803ba678787a),A325,12/06/2016,4,25,26.1,25,72,72,62,19.5,19.5,18.2,991.2,991.7,991.2,0,71,2.4,-3.54,0
ObjectId(58f3b7c40d77803ba678787b),A325,12/06/2016,1,26.2,27.3,26.2,64,64,62,18.9,19.2,18.8,991.9,991.9,991.3,2.8,54,9.4,-3.54,0
ObjectId(58f3b7c40d77803ba678787c),A325,12/06/2016,5,24.1,25,24.1,75,75,72,19.3,19.6,19,991.2,991.3,991.1,0,235,0,-3.54,0
ObjectId(58f3b7c40d77803ba678787d),A325,12/06/2016,7,24.5,24.8,24.5,78,78,77,20.4,20.6,20.3,991.8,991.8,991.4,0,319,0,-3.51,0
ObjectId(58f3b7c40d77803ba678787e),A325,12/06/2016,6,24.6,24.8,24.1,77,77,75,20.3,20.3,19.4,991.4,991.4,991.2,0,173,0,-2.61,0
ObjectId(58f3b7c40d77803ba678787f),A325,12/06/2016,8,24.1,24.5,24,80,80,78,20.5,20.5,20.3,992.1,992.1,991.8,0,335,0,-3.53,0
ObjectId(58f3b7c40d77803ba6787880),A325,12/06/2016,23,27.8,28.2,26.2,58,58,55,18.8,18.8,16.9,991.3,991.3,990.5,4.2,47,8.7,-3.54,0
ObjectId(58f3b7c40d77803ba6787881),A325,12/06/2016,2,25.9,26.2,25.9,64,65,64,18.7,19,18.7,992.1,992.1,991.9,0.5,30,9.7,-3.54,0
ObjectId(58f3b7c40d77803ba6787884),A325,12/06/2016,9,24.4,24.7,24.1,82,83,80,21.2,21.4,20.5,992.6,992.6,992.1,0,84,0,733,0.2
ObjectId(58f3b7c40d77803ba6787888),A325,12/06/2016,15,32.1,32.4,29.9,42,51,42,17.5,19.5,17.5,991.9,992.8,991.8,0,129,5.3,2987,0
ObjectId(58f3b7c40d77803ba6787889),A325,12/06/2016,16,32.9,33,31.8,33,44,33,14.7,18.2,14.7,990.9,991.9,990.9,0,136,1.9,3136,0
ObjectId(58f3b7c40d77803ba678788a),A325,12/06/2016,17,33.6,34.4,32.8,31,35,30,13.9,15.5,13.7,989.9,990.9,989.9,0,173,4.3,2939,0
ObjectId(58f3b7c40d77803ba678788b),A325,12/06/2016,18,33.6,34.2,33.2,29,31,28,13,14.1,12.5,989.4,989.9,989.4,0,154,4.3,2321,0
ObjectId(58f3b7c40d77803ba678788c),A325,12/06/2016,20,32.2,33.9,32.2,33,33,29,13.7,13.9,13,989.7,989.7,989.3,0.1,201,3.4,590.9,0
