_id,codigo_estacao,data,hora,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pressao_max,pressao_min,vento_direcao,vento_vel,vento_rajada,radiacao,precipitacao
ObjectId(58f3b7c40d77803ba6787489),A325,01/05/2016,0,27.6,28.4,27.6,59,59,56,18.9,19.2,18.8,986.5,986.5,985.7,2.1,52,9.2,-3.54,0
ObjectId(58f3b7c40d77803ba678748a),A325,01/05/2016,10,27.4,27.4,25.1,68,73,68,21.1,21.1,19.9,988.8,988.8,987.8,0,63,0.6,476,0
ObjectId(58f3b7c40d77803ba678748b),A325,01/05/2016,9,25,25.7,24.9,73,73,71,19.8,20.3,19.7,987.8,987.8,987,0,77,0,16.86,0
ObjectId(58f3b7c40d77803ba678748c),A325,01/05/2016,12,29.9,30.2,28.5,51,54,49,18.6,18.9,17.5,989.3,989.4,989.3,0.6,126,6.4,2313,0
ObjectId(58f3b7c40d77803ba678748d),A325,01/05/2016,14,31.8,32.2,30.3,46,49,45,18.8,19.3,18,987.8,988.5,987.8,0.3,122,6.5,3377,0
ObjectId(58f3b7c40d77803ba678748e),A325,01/05/2016,8,25.7,26.2,25.7,72,73,69,20.3,20.5,20.2,987,987,986.3,0,96,2.1,-3.54,0
ObjectId(58f3b7c40d77803ba678748f),A325,01/05/2016,11,29,29.1,27.3,54,68,53,18.7,21.2,18.1,989.3,989.3,988.8,1,96,6.9,1452,0
ObjectId(58f3b7c40d77803ba6787490),A325,01/05/2016,15,32.7,32.9,31.8,44,47,43,19,19.7,18.1,986.6,987.9,986.6,1.2,142,8.1,3539,0
ObjectId(58f3b7c40d77803ba6787491),A325,01/05/2016,13,30.7,30.8,29.7,48,51,48,18.5,19.1,18,988.5,989.3,988.5,1,136,7.5,2976,0
ObjectId(58f3b7c40d77803ba6787492),A325,01/05/2016,18,33.5,34.2,33.3,39,40,38,17.8,18.3,17.3,984.4,984.8,984.4,0.2,154,7.1,2420,0
ObjectId(58f3b7c40d77803ba6787493),A325,01/05/2016,17,33.7,33.9,32.8,40,42,39,18.1,18.7,17.5,984.8,985.5,984.8,0.6,138,8.1,3041,0
ObjectId(58f3b7c40d77803ba6787494),A325,01/05/2016,20,32.6,33.8,32.5,41,41,35,17.8,17.9,15.9,985.1,985.1,984.2,0.9,117,9,557.8,0
ObjectId(58f3b7c40d77803ba6787495),A325,01/05/2016,16,33.3,33.7,32.2,41,45,40,18.4,19.1,17.7,985.5,986.7,985.5,0.9,159,8.1,3424,0
ObjectId(58f3b7c40d77803ba6787496),A325,01/05/2016,19,33.6,34.3,33.4,35,39,34,16.1,18,15.9,984.2,984.4,984.2,0.7,137,7.3,1597,0
ObjectId(58f3b7c40d77803ba6787497),A325,01/05/2016,21,28.1,32.6,28,57,58,41,18.9,19.1,17.6,985.4,985.4,985.1,0,31,9.9,71.93,0
ObjectId(58f3b7c40d77803ba6787498),A325,01/05/2016,22,29.1,29.1,28.1,56,57,56,19.4,19.6,18.9,986.4,986.4,985.4,1.9,44,7.5,-3.54,0
ObjectId(58f3b7c40d77803ba6787499),A325,01/05/2016,23,28,29.1,28,57,57,56,18.8,19.4,18.8,987.3,987.3,986.4,3.4,48,11,-3.53,0
ObjectId(58f3b7c40d77803ba678749a),A325,01/05/2016,2,26.8,27.1,26.8,65,65,63,19.7,19.7,19.3,986.3,986.6,986.3,0.6,40,8.5,-3.54,0
ObjectId(58f3b7c40d77803ba678749b),A325,01/05/2016,1,27.1,27.6,27.1,63,63,59,19.3,19.4,18.9,986.6,986.8,986.5,3.2,49,9.1,-3.54,0
ObjectId(58f3b7c40d77803ba678749c),A325,01/05/2016,5,26,26.2,25.9,71,72,71,20.3,20.8,20.3,985.7,985.9,985.7,0,47,6.1,-3.54,0
ObjectId(58f3b7c40d77803ba678749d),A325,01/05/2016,4,26.2,26.4,26.2,72,72,69,20.7,20.7,20.3,985.9,986.2,985.9,0.1,42,5.5,-3.54,0
ObjectId(58f3b7c40d77803ba678749e),A325,01/05/2016,3,26.4,26.8,26.3,69,69,65,20.4,20.4,19.7,986.2,986.3,986,0.6,33,5.9,-3.54,0
ObjectId(58f3b7c40d77803ba678749f),A325,01/05/2016,6,26.4,26.4,26,68,71,68,19.9,20.4,19.9,985.7,985.8,985.6,0,53,2.9,-3.54,0
ObjectId(58f3b7c40d77803ba67874a0),A325,01/05/2016,7,26.2,26.4,26.2,69,69,67,20.1,20.1,19.8,986.3,986.3,985.7,0,80,4.4,-3.54,0
ObjectId(58f3b7c40d77803ba67874a1),A325,02/05/2016,1,25.8,26.9,25.8,74,74,65,20.8,20.8,19.6,988.6,988.6,987.9,3,53,10.2,-3.52,0
ObjectId(58f3b7c40d77803ba67874a2),A325,02/05/2016,2,25.1,25.8,25.1,79,79,74,21.1,21.1,20.8,988.4,988.6,988.4,0.5,55,8.1,-3.54,0
ObjectId(58f3b7c40d77803ba67874a3),A325,02/05/2016,0,26.9,28,26.9,65,65,57,19.8,19.8,18.8,987.9,987.9,987.3,4.8,54,9.9,-3.53,0
ObjectId(58f3b7c40d77803ba67874a4),A325,02/05/2016,3,24.9,25.1,24.9,80,80,79,21.2,21.2,21.1,988.3,988.4,988.3,0,69,4.9,-3.54,0
ObjectId(58f3b7c40d77803ba67874a5),A325,02/05/2016,23,27.9,29.8,27.8,61,61,54,19.6,19.7,19.4,987.4,987.4,986.6,2,48,8.9,-3.53,0
ObjectId(58f3b7c40d77803ba67874a6),A325,02/05/2016,6,25.1,25.3,25.1,80,80,79,21.3,21.5,21.3,987.1,987.3,987.1,0.1,47,5,-3.29,0
ObjectId(58f3b7c40d77803ba67874a7),A325,02/05/2016,4,24.5,24.9,24.5,83,83,80,21.3,21.3,21.2,987.5,988.3,987.5,0,62,0,-3.54,0
ObjectId(58f3b7c40d77803ba67874a8),A325,02/05/2016,5,25.2,25.2,24.4,80,83,80,21.5,21.6,21.3,987.3,987.5,987.2,0,60,4.1,-3.02,0
ObjectId(58f3b7c40d77803ba67874a9),A325,02/05/2016,7,24.9,25.3,24.9,80,80,79,21.3,21.5,21.2,987.3,987.3,987.1,0,55,3.9,-3.44,0
ObjectId(58f3b7c40d77803ba67874aa),A325,02/05/2016,8,25,25,24.9,81,81,80,21.5,21.6,21.3,987.5,987.5,987.3,0,73,0,-3.14,0
ObjectId(58f3b7c40d77803ba67874ab),A325,02/05/2016,9,25.2,25.2,24.9,81,82,81,21.7,21.7,21.5,987.9,987.9,987.5,0,69,0,32.69,0
ObjectId(58f3b7c40d77803ba67874ac),A325,02/05/2016,10,25.9,26.1,25.2,77,81,77,21.6,22.2,21.6,988.5,988.5,987.9,0,86,0,307.6,0
ObjectId(58f3b7c40d77803ba67874ae),A325,02/05/2016,13,31.2,31.2,28.6,55,66,55,21.1,21.9,20.4,988.9,989.1,988.9,0,105,4.1,1838,0
ObjectId(58f3b7c40d77803ba67874af),A325,02/05/2016,12,28.7,29,27.7,66,70,63,21.6,22.1,20.8,989.1,989.3,989.1,0,140,5.8,1423,0
ObjectId(58f3b7c40d77803ba67874b0),A325,02/05/2016,14,32.3,33.1,29.6,45,57,45,18.7,20.7,18.7,988.1,989,988.1,1.7,131,6.9,2832,0
ObjectId(58f3b7c40d77803ba67874b1),A325,02/05/2016,15,33.2,33.4,31.4,41,47,41,18,19.6,17.7,987,988.1,987,0.8,136,8.1,3175,0
ObjectId(58f3b7c40d77803ba67874b2),A325,02/05/2016,16,34.1,34.6,32.9,38,43,37,17.7,18.8,17.2,985.9,987,985.9,0.7,145,6.9,3467,0
ObjectId(58f3b7c40d77803ba67874b3),A325,02/05/2016,17,34.3,34.7,33.7,38,39,35,17.9,18.3,16.3,985.1,985.9,985.1,1.2,120,7.5,2952,0
ObjectId(58f3b7c40d77803ba67874b4),A325,02/05/2016,19,33.8,34.5,33.7,37,38,34,17.2,17.7,16.2,984.2,984.4,984.2,0.6,137,6.9,1573,0
ObjectId(58f3b7c40d77803ba67874b5),A325,02/05/2016,18,34.3,35,33.8,34,39,34,16.2,18.2,16.1,984.4,985.1,984.4,1.7,131,7.5,2399,0
ObjectId(58f3b7c40d77803ba67874b6),A325,02/05/2016,21,31.1,32.2,31.1,45,45,42,17.8,17.8,17.5,985.4,985.4,985,0,103,4.2,10.59,0
ObjectId(58f3b7c40d77803ba67874b7),A325,02/05/2016,20,32.2,33.9,32.2,42,42,35,17.4,17.4,16.3,985,985,984.2,0.1,132,6.8,568.6,0
ObjectId(58f3b7c40d77803ba67874b8),A325,02/05/2016,22,29.8,31.1,29.8,54,54,45,19.4,19.7,17.9,986.6,986.6,985.4,0.4,91,5.8,-3.53,0
ObjectId(58f3b7c40d77803ba67874bb),A325,03/05/2016,18,31.8,31.9,30.6,49,56,47,19.8,21.1,19.2,985.2,985.6,985.2,0,132,4.5,1830,0
ObjectId(58f3b7c40d77803ba67874bc),A325,03/05/2016,17,30.8,31.3,30.5,55,58,54,20.7,21.9,20.2,985.6,986.5,985.6,0.1,125,4.6,2140,0
ObjectId(58f3b7c40d77803ba67874bd),A325,03/05/2016,19,30.2,31.9,30.2,57,57,48,20.7,21,18.9,985.4,985.4,985.2,0,94,3.6,483.6,0
ObjectId(58f3b7c40d77803ba67874bf),A325,03/05/2016,20,29.8,30.3,29.7,60,62,57,21.2,21.8,20.8,985.6,985.7,985.4,0,65,0,368.8,0
ObjectId(58f3b7c40d77803ba67874c0),A325,03/05/2016,22,26.8,28,26.7,68,74,64,20.4,21.9,20.1,987.1,987.1,986.4,0,207,1.7,-3.54,0
ObjectId(58f3b7c40d77803ba67874c1),A325,03/05/2016,0,25.8,28,25.8,73,73,61,20.6,20.6,19.6,989.5,989.5,987.4,2.7,135,10.2,-2.91,0
ObjectId(58f3b7c40d77803ba67874c2),A325,03/05/2016,23,25.7,26.9,25.7,75,75,67,20.8,21,20,987.9,987.9,987.1,0,309,0,-3.54,0
ObjectId(58f3b7c40d77803ba67874c3),A325,03/05/2016,1,26.1,26.4,25.8,73,74,72,20.9,21.1,20.7,988.8,989.6,988.7,0,37,6.9,-3.53,0
ObjectId(58f3b7c40d77803ba67874c4),A325,03/05/2016,2,26,26.1,25.9,74,74,73,21,21.1,20.9,988.5,988.8,988.5,0,19,4.8,-3.54,0
ObjectId(58f3b7c40d77803ba67874c5),A325,03/05/2016,4,23.9,26.2,23.9,85,85,75,21.2,21.7,21.2,988.1,988.5,988.1,0.2,81,5.3,-3.03,1.4
ObjectId(58f3b7c40d77803ba67874c6),A325,03/05/2016,5,23.5,23.9,23.2,87,87,84,21.3,21.3,20.5,987.7,988.2,987.6,0,226,4.7,-3.03,0.8
ObjectId(58f3b7c40d77803ba67874c8),A325,03/05/2016,3,26.1,26.1,25.9,75,75,74,21.3,21.3,21,988.4,988.7,988.4,0,183,2.5,-3.54,0
ObjectId(58f3b7c40d77803ba67874d0),A325,04/05/2016,7,23.6,24.3,23.6,86,86,84,21.2,21.7,21.2,987.5,987.5,987.3,0,356,0,-3.54,0
ObjectId(58f3b7c40d77803ba67874d1),A325,04/05/2016,9,23.5,23.5,23.2,89,89,88,21.7,21.7,21.2,988.5,988.5,987.9,0,179,0,36.68,0
ObjectId(58f3b7c40d77803ba67874d2),A325,04/05/2016,6,24.3,24.6,24.3,84,84,80,21.4,21.5,20.9,987.3,987.4,987.3,0,149,0,-3.32,0
ObjectId(58f3b7c40d77803ba67874d6),A325,04/05/2016,13,29.1,29.1,28.2,59,66,58,20.3,21.6,19.8,989.9,990.3,989.9,0.1,140,4.2,3000,0
ObjectId(58f3b7c40d77803ba67874d8),A325,04/05/2016,8,23.3,23.6,23.2,88,88,86,21.3,21.3,21,987.9,987.9,987.5,0,15,0,-3.42,0
ObjectId(58f3b7c40d77803ba67874d9),A325,04/05/2016,16,31.2,31.3,30.2,48,52,46,18.8,19.5,17.9,987.6,988.5,987.6,0,120,3.9,3423,0
ObjectId(58f3b7c40d77803ba67874da),A325,04/05/2016,18,31.4,32,31.3,40,45,40,16.3,18.2,16.3,985.9,986.5,985.9,0,115,3.4,2379,0
ObjectId(58f3b7c40d77803ba67874db),A325,04/05/2016,15,30.3,31.1,29.4,51,55,49,19.1,20,18.6,988.5,989.4,988.5,0,91,5,3582,0
ObjectId(58f3b7c40d77803ba67874dc),A325,04/05/2016,19,31.4,31.9,31.3,41,43,39,16.6,17.4,16.1,985.8,985.9,985.8,0,102,0,1545,0
ObjectId(58f3b7c40d77803ba67874dd),A325,04/05/2016,20,30.1,31.5,30.1,46,46,41,17.3,17.8,16.6,986.2,986.2,985.8,0,132,0,619.8,0
ObjectId(58f3b7c40d77803ba67874de),A325,04/05/2016,21,26.9,30.1,26.7,69,69,46,20.8,20.8,17.4,986.7,986.7,986.2,0,359,0,26.34,0
ObjectId(58f3b7c40d77803ba67874df),A325,04/05/2016,22,26.5,27,25.8,68,74,68,20.2,21.5,20.2,987.2,987.2,986.7,0,196,0,-3.54,0
ObjectId(58f3b7c40d77803ba67874e0),A325,04/05/2016,14,29.4,30.3,28.9,53,59,52,18.9,20.5,18.8,989.4,989.9,989.4,0,153,6,3331,0
ObjectId(58f3b7c40d77803ba67874e1),A325,04/05/2016,17,31.5,31.7,30.8,42,48,41,17.2,19,16.6,986.5,987.6,986.5,0,128,3.1,3019,0
ObjectId(58f3b7c40d77803ba67874e2),A325,04/05/2016,0,24.9,25.7,24.9,76,77,75,20.4,21.1,20.4,988.4,988.4,987.9,0,352,0,-3.54,0
ObjectId(58f3b7c40d77803ba67874e3),A325,04/05/2016,23,25.4,26.6,25.4,66,68,61,18.5,20.1,18.1,987.8,987.8,987.2,0,212,0,-3.54,0
ObjectId(58f3b7c40d77803ba67874e4),A325,04/05/2016,1,26,26.1,24.5,74,79,73,21,21,20.5,988.6,988.7,988.3,0.1,49,4.9,-3.49,0
ObjectId(58f3b7c40d77803ba67874e5),A325,04/05/2016,2,25.6,26,25.6,74,74,73,20.6,21,20.6,988,988.6,988,0,32,7.1,-3.54,0
ObjectId(58f3b7c40d77803ba67874e6),A325,04/05/2016,3,25.8,25.8,25.2,68,75,68,19.3,20.6,19.3,987.3,988,987.3,0.3,32,5.9,-3.54,0
ObjectId(58f3b7c40d77803ba67874e7),A325,04/05/2016,4,25.5,25.9,25.5,72,72,67,20,20.1,19.3,987.3,987.4,987.1,0.5,31,7.5,-3.54,0
ObjectId(58f3b7c40d77803ba67874e9),A325,05/05/2016,3,25,25,24.9,79,79,76,21.1,21.1,20.5,988.4,988.7,988.4,1.5,36,8.2,-3.54,0
ObjectId(58f3b7c40d77803ba67874ea),A325,05/05/2016,4,24.9,25,24.9,81,81,79,21.4,21.4,21.1,987.7,988.4,987.7,0.2,44,6.6,-3.54,0
ObjectId(58f3b7c40d77803ba67874eb),A325,05/05/2016,16,30.7,31.1,29.8,54,57,51,20.3,21.3,19.4,988.1,989,988.1,0,145,4.3,3367,0
ObjectId(58f3b7c40d77803ba67874ec),A325,05/05/2016,2,24.9,25.4,24.9,76,76,71,20.5,20.5,19.8,988.6,988.9,988.6,0.7,54,7.2,-3.54,0
ObjectId(58f3b7c40d77803ba67874ed),A325,05/05/2016,5,24.8,24.9,24.8,82,82,81,21.5,21.5,21.4,987.2,987.7,987.1,1.3,42,7.7,-3.54,0
ObjectId(58f3b7c40d77803ba67874ee),A325,04/05/2016,5,24.5,25.5,24.5,80,80,72,20.9,20.9,20,987.3,987.3,987.3,0,85,5.2,-3.54,0
ObjectId(58f3b7c40d77803ba67874ef),A325,05/05/2016,6,24.7,24.8,24.6,82,82,81,21.4,21.5,21.3,986.9,987.2,986.8,1.9,42,7.6,-3.54,0
ObjectId(58f3b7c40d77803ba67874f0),A325,05/05/2016,17,31.3,31.9,30.8,49,54,47,19.3,20.7,18.7,987.4,988.1,987.3,0,128,3.5,2907,0
ObjectId(58f3b7c40d77803ba67874f1),A325,05/05/2016,7,24.5,24.7,24.4,83,83,82,21.3,21.4,21.3,987.5,987.5,986.8,0,28,6.6,-3.54,0
ObjectId(58f3b7c40d77803ba67874f2),A325,05/05/2016,21,27.1,30,27.1,65,65,51,20,20.5,18.8,987.6,987.6,987.1,0,350,0,33.3,0
ObjectId(58f3b7c40d77803ba67874f3),A325,05/05/2016,8,23.8,24.5,23.8,85,85,82,21.1,21.4,21.1,988.6,988.6,987.5,0,117,3.5,-3.53,0
ObjectId(58f3b7c40d77803ba67874f4),A325,05/05/2016,9,23.3,23.8,23.2,88,88,85,21.1,21.1,21,989.3,989.3,988.6,0,133,0,26.01,0
ObjectId(58f3b7c40d77803ba67874f7),A325,05/05/2016,22,25.5,27.3,25.5,77,77,65,21.2,21.3,20.1,988.3,988.3,987.6,0,37,0,-3.54,0
ObjectId(58f3b7c40d77803ba67874f8),A325,05/05/2016,13,28.2,28.6,26.8,65,70,65,21,22,20.7,990.8,991,990.8,0.1,121,4,2093,0
ObjectId(58f3b7c40d77803ba67874f9),A325,05/05/2016,12,28,28,26,70,77,70,22,22.1,21,990.9,990.9,990.6,0.1,112,4,1335,0
ObjectId(58f3b7c40d77803ba67874fa),A325,05/05/2016,20,29.9,31.7,29.9,52,53,44,18.9,19.9,17.7,987.1,987.1,986.7,0,143,0,537,0
ObjectId(58f3b7c40d77803ba67874fb),A325,05/05/2016,18,31.9,32.1,31.2,46,50,43,18.8,19.7,17.6,986.8,987.4,986.8,0,147,3.2,2392,0
ObjectId(58f3b7c40d77803ba67874fc),A325,05/05/2016,19,31.7,32.1,31.4,45,46,43,18.4,19,17.4,986.7,986.8,986.7,0,132,1.8,1509,0
ObjectId(58f3b7c40d77803ba67874fd),A325,05/05/2016,14,29.3,29.3,27.5,63,69,62,21.7,22,20.6,990.2,990.8,990.2,0,146,5.4,3007,0
ObjectId(58f3b7c40d77803ba67874fe),A325,05/05/2016,0,25,25.5,23.9,67,75,66,18.5,19.8,18.5,988.4,988.4,987.8,0.4,60,5.9,-3.54,0
ObjectId(58f3b7c40d77803ba67874ff),A325,05/05/2016,23,24.9,25.5,24.9,81,81,78,21.3,21.7,21.1,988.9,988.9,988.3,0,13,0,-3.54,0
ObjectId(58f3b7c40d77803ba6787500),A325,06/05/2016,0,26.5,27,24.7,70,81,70,20.6,21.6,20.6,989.5,989.5,988.9,1.4,52,7.5,-3.45,0
ObjectId(58f3b7c40d77803ba6787501),A325,06/05/2016,3,24.9,25.4,24.9,80,80,75,21.2,21.2,20.5,988.9,989.1,988.8,0.2,49,6.2,-3.54,0
ObjectId(58f3b7c40d77803ba6787502),A325,06/05/2016,2,25.4,25.8,25.4,75,75,72,20.5,20.5,20.3,989.1,989.5,989.1,1,58,7.7,-3.54,0
ObjectId(58f3b7c40d77803ba6787503),A325,06/05/2016,1,25.8,26.5,25.8,72,72,70,20.3,20.6,20.2,989.5,989.6,989.5,1.8,56,7.7,-3.54,0
ObjectId(58f3b7c40d77803ba6787504),A325,06/05/2016,5,24.4,24.5,24.3,83,83,83,21.2,21.3,21.2,988,988.3,988,0,41,0.1,-3.54,0
ObjectId(58f3b7c40d77803ba6787505),A325,06/05/2016,4,24.5,24.9,24.4,83,83,80,21.4,21.4,21.2,988.3,988.9,988.3,0,33,4.8,-3.54,0
ObjectId(58f3b7c40d77803ba6787506),A325,06/05/2016,6,24.4,24.5,24.4,83,83,83,21.4,21.4,21.3,987.8,988,987.8,0,32,3.9,-3.54,0
ObjectId(58f3b7c40d77803ba6787507),A325,05/05/2016,1,25.4,26.1,25,71,71,63,19.8,19.8,18.3,988.9,988.9,988.4,1,49,7.3,-3.54,0
ObjectId(58f3b7c40d77803ba6787508),A325,06/05/2016,7,24.3,24.5,24.2,84,84,83,21.4,21.4,21.3,987.7,987.8,987.6,0,29,1.3,-3.54,0
ObjectId(58f3b7c40d77803ba6787509),A325,06/05/2016,9,24.5,24.5,24.3,86,86,85,22,22,21.5,989,989,988.1,0,126,0,12.13,0
ObjectId(58f3b7c40d77803ba678750a),A325,06/05/2016,8,24.3,24.4,24.2,85,85,84,21.5,21.5,21.3,988.1,988.1,987.6,0,113,0,-3.53,0
ObjectId(58f3b7c40d77803ba678750c),A325,06/05/2016,12,27.3,27.7,26.3,70,75,70,21.4,22.1,21.4,990.5,990.5,990,0,113,0,1038,0
ObjectId(58f3b7c40d77803ba678750d),A325,06/05/2016,15,30.8,31.1,29.8,58,62,56,21.7,22.1,20.7,989,990,989,0.2,152,4.4,3393,0
ObjectId(58f3b7c40d77803ba6787511),A325,06/05/2016,17,31.1,32.3,30.8,52,55,49,20,21.4,19.8,987.1,988.1,987,0,174,5.1,2886,0
ObjectId(58f3b7c40d77803ba6787512),A325,06/05/2016,16,31.8,32.1,30.6,51,58,50,20.5,21.6,19.8,988.1,989,988.1,0.2,155,5.4,3568,0
ObjectId(58f3b7c40d77803ba6787513),A325,06/05/2016,18,31.9,32.2,30.9,51,53,48,20.4,20.6,19.6,986.4,987.1,986.3,0,122,0,1657,0
ObjectId(58f3b7c40d77803ba6787514),A325,06/05/2016,20,30.9,31.2,30.7,54,54,52,20.4,20.6,20,986.5,986.5,986.3,0,77,0,574.2,0
ObjectId(58f3b7c40d77803ba6787515),A325,06/05/2016,19,30.8,32.4,30.8,54,55,48,20.3,20.7,19.5,986.3,986.4,986.3,0,61,0,1441,0
ObjectId(58f3b7c40d77803ba6787516),A325,06/05/2016,21,27.9,30.9,27.8,70,70,53,21.8,21.8,20.3,987.1,987.1,986.5,0,7,0,24.98,0
ObjectId(58f3b7c40d77803ba6787517),A325,06/05/2016,22,26.9,27.9,26.7,74,74,68,21.9,22,21.2,987.9,987.9,987.1,0,57,0,-3.54,0
ObjectId(58f3b7c40d77803ba6787519),A325,07/05/2016,0,26.8,26.9,25.6,72,80,72,21.2,22,21.2,989.1,989.2,988.4,0,60,3.5,-3.26,0
ObjectId(58f3b7c40d77803ba678751a),A325,07/05/2016,1,26.3,26.8,26.3,65,72,65,19.1,21.2,19.1,989.5,989.6,989.1,2.3,54,8.8,-3.54,0
ObjectId(58f3b7c40d77803ba678751b),A325,07/05/2016,2,25.8,26.4,25.8,68,68,64,19.5,19.5,19,989.4,989.6,989.3,3.8,47,8.8,-3.54,0
ObjectId(58f3b7c40d77803ba678751c),A325,07/05/2016,3,25.3,25.8,25.3,78,78,68,21.1,21.1,19.5,988.9,989.4,988.9,2.8,51,9.9,-3.54,0
ObjectId(58f3b7c40d77803ba678751d),A325,07/05/2016,4,25.4,25.4,25.2,80,80,78,21.6,21.6,21.1,988.4,988.9,988.4,2.1,49,8.4,-3.54,0
ObjectId(58f3b7c40d77803ba678751e),A325,07/05/2016,5,25.3,25.4,25.3,79,80,79,21.5,21.6,21.4,988,988.4,988,0,50,8.3,-3.54,0
ObjectId(58f3b7c40d77803ba678751f),A325,07/05/2016,6,24.8,25.3,24.8,82,82,79,21.6,21.6,21.4,987.6,988,987.6,0,111,4.2,-3.53,0
ObjectId(58f3b7c40d77803ba6787520),A325,07/05/2016,7,24.7,24.9,24.7,84,84,82,21.8,21.8,21.6,987.6,987.7,987.6,0,133,0,-2.71,0
ObjectId(58f3b7c40d77803ba6787521),A325,07/05/2016,8,24.3,24.7,24.3,84,84,83,21.4,21.8,21.4,987.7,987.7,987.5,0,180,0,-3.15,0
ObjectId(58f3b7c40d77803ba6787522),A325,07/05/2016,9,24.3,24.4,24.3,85,85,84,21.7,21.8,21.5,988.2,988.2,987.7,0,221,0,19.76,0
ObjectId(58f3b7c40d77803ba6787526),A325,07/05/2016,13,29.4,29.4,28.5,60,66,60,21,22.2,20.3,989.2,989.5,989.2,0,131,7,2646,0
ObjectId(58f3b7c40d77803ba6787527),A325,07/05/2016,14,31.1,31.2,29.4,52,61,52,20,21.5,19.6,988.6,989.2,988.6,0.7,140,6.8,3369,0
ObjectId(58f3b7c40d77803ba6787528),A325,07/05/2016,15,31.6,31.9,30.8,44,52,44,18,20,18,987.5,988.6,987.5,0.1,114,6.4,3549,0
ObjectId(58f3b7c40d77803ba6787529),A325,07/05/2016,17,33.2,33.3,32.1,39,43,37,17.4,18.1,16,985.4,986.4,985.4,0,151,4.8,2828,0
ObjectId(58f3b7c40d77803ba678752a),A325,07/05/2016,16,32.5,33,31.5,41,46,40,17.6,18.8,16.9,986.5,987.5,986.5,0,117,4.3,3372,0
ObjectId(58f3b7c40d77803ba678752b),A325,07/05/2016,18,33.4,33.6,32.6,38,40,37,17.1,17.4,15.9,985,985.5,985,0,84,4.8,2372,0
ObjectId(58f3b7c40d77803ba678752c),A325,07/05/2016,21,28.2,31.6,28.2,60,60,41,19.8,19.8,16.5,985.6,985.6,985.2,0,54,0,25.75,0
ObjectId(58f3b7c40d77803ba678752d),A325,07/05/2016,20,31.6,32.9,31.6,42,42,37,17.2,17.2,15.9,985.2,985.2,985,0,65,0,651,0
ObjectId(58f3b7c40d77803ba678752e),A325,07/05/2016,22,26.7,28.2,26.6,68,69,59,20.3,20.8,19.1,986.4,986.4,985.6,0,218,0,-3.54,0
ObjectId(58f3b7c40d77803ba678752f),A325,07/05/2016,19,32.8,33.5,32.4,38,38,35,16.6,17.1,15.6,985.1,985.1,985,0,112,0,1464,0
ObjectId(58f3b7c40d77803ba6787530),A325,07/05/2016,23,25.8,26.7,25.8,70,71,66,20,20.3,19.4,986.9,986.9,986.4,0,55,0,-3.54,0
ObjectId(58f3b7c40d77803ba6787531),A325,08/05/2016,20,31.1,32,31.1,48,48,44,18.6,18.7,17.8,984.2,984.3,984.2,0,18,3.7,438.8,0
ObjectId(58f3b7c40d77803ba6787532),A325,08/05/2016,22,29.2,29.7,29.2,58,58,52,20,20,18.7,985.4,985.4,984.7,0,217,0,-3.54,0
ObjectId(58f3b7c40d77803ba6787533),A325,08/05/2016,21,29.6,31.1,29.6,55,56,48,19.6,20.2,18.5,984.7,984.7,984.2,0,329,0,16.68,0
ObjectId(58f3b7c40d77803ba6787534),A325,08/05/2016,23,28.8,29.2,28.3,57,62,57,19.5,20.5,19.5,986.2,986.2,985.4,0,237,0,-3.54,0
ObjectId(58f3b7c40d77803ba6787535),A325,08/05/2016,0,24.6,25.8,24.6,75,75,69,19.9,20.2,19.5,987.2,987.2,986.9,0,19,0,-3.54,0
ObjectId(58f3b7c40d77803ba6787536),A325,08/05/2016,3,26,26.3,25.9,76,76,68,21.4,21.4,19.9,986.9,987.5,986.9,5.8,44,11.6,-3.54,0
ObjectId(58f3b7c40d77803ba6787537),A325,08/05/2016,2,26.3,26.8,26.3,68,68,61,19.9,19.9,18.7,987.5,987.6,987.5,5.3,47,10.4,-3.54,0
ObjectId(58f3b7c40d77803ba6787538),A325,08/05/2016,5,25.5,26,25.5,78,78,76,21.4,21.5,21.3,986.8,987,986.3,0.2,70,11,-3.54,0
ObjectId(58f3b7c40d77803ba6787539),A325,08/05/2016,6,25.2,25.5,25.1,79,80,78,21.3,21.5,21.3,986.4,986.8,986.4,0,72,5,-3.54,0
ObjectId(58f3b7c40d77803ba678753a),A325,08/05/2016,7,25,25.2,24.9,80,80,79,21.2,21.4,21.2,986.5,986.5,986.3,0,76,4.4,-3.54,0
ObjectId(58f3b7c40d77803ba678753b),A325,08/05/2016,8,24.3,25,24.3,81,81,79,20.9,21.2,20.9,986.8,986.8,986.5,0,103,0.8,-3.53,0
ObjectId(58f3b7c40d77803ba678753c),A325,08/05/2016,9,23.9,24.3,23.8,84,84,81,21,21,20.8,987.1,987.1,986.7,0,107,0,24.57,0
ObjectId(58f3b7c40d77803ba678753d),A325,08/05/2016,1,26.6,26.6,24.5,65,75,65,19.5,20.1,19.5,987.5,987.5,987.2,1.2,52,6.3,-3.54,0
ObjectId(58f3b7c40d77803ba678753e),A325,08/05/2016,4,26,26,25.9,76,77,76,21.5,21.6,21.3,986.4,987,986.4,4.5,41,11.6,-3.54,0
