pressao_atm_max,pressao_atm_min,chuva_mm,temp_ar_max,temp_ar_min,umid_relat_max,umid_relat_min,rad_solar_total,temp_max,temp_min,temp_ar_media,umid_relat_media,vento_veloc,rad_solar_media,et0
600.7234,600.1129,1.27,23.331,23.1,97.422,96.441,1450.905,22.90324,22.62247,23.20843,97.11786,0,4.030292,0.001951
600.6807,600.3846,5.334001,23.402,23.03,98.744,96.758,1407.987,22.98836,22.61934,23.23233,97.57031,0,3.911076,0.001901
600.8792,599.8718,13.208,23.132,22.81,99.998,98.771,1450.529,22.99,22.81,22.96576,99.52889,0.003264,4.029246,0.001939
617.3199,599.826,9.398001,22.87,22.71,99.998,99.998,1492.142,22.87,22.71,22.77713,99.99786,0.000972,4.144839,0.001982
605.3297,599.7375,8.636002,22.81,22.268,99.998,99.998,1491.646,22.81,22.268,22.61484,99.99786,0.000764,4.143462,0.001979
600.8394,599.7497,7.366002,22.439,22.108,99.998,99.998,1471.681,22.439,22.108,22.25412,99.99786,0,4.088004,0.001952
616.6972,599.7589,4.572,22.57,22.248,99.998,99.998,1430.947,22.57,22.248,22.38049,99.99786,0,3.974853,0.003435
616.3676,599.7833,0.762,22.689,22.418,99.998,99.998,1556.779,22.689,22.418,22.53161,99.99786,0,4.324387,0.003692
616.3553,599.7802,0,23.11,22.148,99.998,99.822,2011.114,23.11,22.148,22.52286,99.9968,0.01375,5.586428,0.004603
600.8394,599.6978,0.254,24.514,22.95,99.998,89.568,2552.446,23.6436,22.29648,23.74257,96.13615,0,7.090128,0.00579
600.9799,599.9023,0.762,25.447,24.163,89.957,83.51,2083.276,22.89087,22.21245,24.95397,86.18766,0.003542,5.786877,0.004992
616.6545,599.8138,3.048,26.418,23.672,95.218,83.882,2275.805,23.87611,22.28223,24.7592,90.92744,0,6.32168,0.005302
616.2027,599.7924,0,27.708,26.136,84.978,77.816,2528.631,23.95353,22.81314,26.85238,80.93849,0.0025,7.023976,0.006052
617.2131,599.884,0,28.29,26.938,79.988,73.186,2656.667,24.14645,22.11161,27.55519,76.4939,0.605764,7.379631,0.020983
618.3273,599.8412,0,29.298,27.56,76.506,67.57,2438.233,23.80548,22.02324,28.70456,71.14516,0.843611,6.772871,0.031277
618.3853,599.8871,0,29.07,27.659,73.636,69.43,1678.707,23.37606,22.085,28.14997,71.7841,1.32875,4.663075,0.042017
600.9493,599.8016,0,28.29,27.117,75.738,71.566,1550.353,23.1976,22.25228,27.79515,73.62766,0.576736,4.306535,0.019817
618.6844,599.9329,0,27.227,26.588,77.328,74.304,1436.777,22.53668,21.95175,26.81651,75.84944,0.458611,3.991046,0.015107
618.8584,599.8993,0,26.777,25.196,86.102,76.613,1387.28,22.92416,22.06208,25.91997,81.7318,0,3.853555,0.001967
600.3907,600.0549,0,25.416,24.604,90.46,86.128,1394.781,23.35152,22.54628,24.96264,88.90089,0,3.874392,0.001937
600.3877,600.0793,0,25.426,24.453,92.144,86.836,1418.328,23.37185,22.47058,24.77084,90.57925,0,3.939801,0.001956
600.351,600.1313,0,24.625,24.182,96.214,91.703,1399.524,23.68391,22.97328,24.41318,94.08324,0,3.887568,0.001917
600.3602,600.0366,0,24.182,23.893,97.058,96.132,1403.592,23.69358,23.25584,24.06283,96.60082,0,3.898865,0.001909
617.9792,599.8199,0,24.334,23.812,96.25,94.023,1561.797,23.35917,23.09353,24.13326,94.45541,0.115764,4.338325,0.002671
617.7106,599.7741,0,24.304,23.972,95.976,94.246,1699.719,23.41278,23.26779,24.09475,95.44742,0.482847,4.721442,0.003984
617.6588,599.826,0,24.102,23.893,96.324,95.68,1620.915,23.42725,23.24723,24.01221,95.92378,0.505069,4.502542,0.003752
600.9097,599.8871,0,24.083,23.903,96.324,95.73,1614.581,23.42576,23.23857,23.97297,96.05209,0.412639,4.484948,0.003432
617.5275,599.7833,0,24.073,23.792,97.266,96.006,1483.487,23.44323,23.29057,23.94593,96.51208,0,4.120799,0.001999
600.0854,599.9176,0,23.932,23.511,98.762,97.238,1416.541,23.51554,23.27391,23.71148,97.99466,0,3.934835,0.001915
600.0702,599.8412,0,23.582,23.371,99.636,98.73,1371.994,23.49158,23.25587,23.48219,99.20947,0,3.811094,0.001858
600.2228,599.7497,0,23.752,23.511,99.957,99.535,1444.144,23.752,23.45926,23.6336,99.77133,0,4.011512,0.003491
600.8608,599.7802,0,24.453,23.622,99.886,95.822,1586.581,24.19667,23.5922,24.02569,98.64664,0,4.407168,0.003799
616.6697,599.7375,0,25.927,24.424,96.029,87.05,1882.048,24.03079,23.34861,25.28497,91.01871,0.744514,5.22791,0.010932
617.2833,599.7497,0,27.82,25.927,88.283,79.976,2296.524,24.45556,23.34136,26.61322,84.14312,1.386806,6.379232,0.026641
616.6606,599.6887,0,29.83,26.848,81.546,69.951,2622.68,24.63321,23.22224,28.00246,78.12292,1.264305,7.285222,0.033929
618.1075,599.8596,28.70198,30.4,23.212,95.796,68.414,1970.921,24.56039,22.4873,26.96193,81.83028,1.35868,5.474781,0.028888
600.8853,599.9329,7.366002,27.078,22.97,96.494,86.71,2850.235,25.29061,22.25246,24.71096,93.30453,1.038125,7.917319,0.012776
617.1917,599.8412,0,30.138,26.546,87.812,69.632,3934.222,25.19158,23.48047,28.05471,80.03349,0.617153,10.92839,0.021759
618.3608,599.9329,0,31.18,26.748,81.039,66.668,2392.584,25.35454,22.55042,28.72601,74.70771,1.363959,6.646067,0.040727
618.95,599.7222,0,27.63,24.523,89.199,78.656,1579.976,24.17642,22.32219,25.30699,86.64202,2.171668,4.388823,0.029973
618.7759,599.8382,0,24.786,24.112,93.402,87.744,1583.301,23.37265,22.38007,24.35723,90.93686,0.745139,4.398057,0.010253
618.6874,599.8871,0,24.613,24.054,95.808,92.672,1606.858,23.50642,23.11434,24.34163,94.13756,0.922291,4.463494,0.008868
618.2845,599.9329,5.334001,24.182,23.622,98.302,95.703,1557.967,23.55817,23.31236,23.9134,97.01531,0.167431,4.327685,0.002479
617.967,599.8229,6.350001,23.672,22.689,99.4,98.246,1456.866,23.47589,22.55302,23.17423,98.84612,0.102569,4.04685,0.002014
600.3327,599.8412,3.302,22.8,22.509,99.562,98.957,1409.647,22.72331,22.37785,22.64787,99.27485,0.005347,3.915687,0.001891
600.8211,599.9329,2.032,22.94,22.678,99.968,99.332,1402.188,22.93221,22.59315,22.81705,99.65015,0.000764,3.894966,0.001883
600.2167,599.9725,0.762,22.93,22.699,99.998,99.838,1378.867,22.93,22.69781,22.84393,99.98695,0,3.830187,0.001856
600.6319,599.9023,0.254,22.9,22.48,99.998,99.998,1362.935,22.9,22.48,22.70245,99.99786,0,3.78593,0.001836
600.6044,599.7589,0.254,22.669,22.48,99.998,99.998,1372.047,22.669,22.48,22.56127,99.99786,0,3.81124,0.001845
600.3999,599.7466,0.254,22.8,22.439,99.998,99.998,1397.602,22.8,22.439,22.64833,99.99786,0,3.882228,0.001874
600.931,599.8016,0.254,22.81,22.579,99.998,99.998,1379.301,22.81,22.579,22.70107,99.99786,0.01,3.831393,0.001849
600.3144,599.765,0.508,22.92,22.63,99.998,99.998,1441.063,22.92,22.63,22.82284,99.99786,0,4.002954,0.001925
615.9005,599.9023,0.508,22.9,21.505,99.998,98.796,1492.625,22.9,21.36516,21.80383,99.48347,0.382431,4.14618,0.00195
616.4255,599.7802,0,21.788,21.526,99.58,99.016,1514.122,21.72041,21.38713,21.68322,99.29947,0,4.205895,0.001992
600.812,600.2228,0,22.048,21.546,99.703,99.018,1585.042,21.96515,21.4849,21.72826,99.51864,0,4.402894,0.003727
600.7418,599.7802,0,25.376,22.027,99.328,88.016,2351.784,23.50876,21.92271,23.38707,95.70426,0,6.532734,0.005364
615.2686,599.6978,0,25.897,24.794,90.154,85.09,2161.675,23.54547,22.79852,25.18644,88.19347,0.190139,6.004652,0.00734
614.939,599.71,0,26.838,25.075,89.724,83.404,2092.514,23.9764,23.01096,25.85626,86.79206,0.857153,5.812539,0.016023
614.4292,599.8412,0,28.609,26.437,85.012,72.758,2474.323,24.51033,22.75392,27.59557,78.8091,1.538542,6.873118,0.037817
615.406,599.765,0,29.33,27.88,75.636,69.02,2286.597,23.67292,22.67663,28.57911,72.62152,1.444861,6.351659,0.045405
618.2601,599.7222,0.254,31.08,25.406,84.586,62.906,2617.159,24.43201,22.20719,29.30754,69.7372,2.096112,7.269885,0.069044
600.9738,599.881,0.254,30.609,25.646,83.798,64.865,2977.751,24.47298,22.31944,28.83283,72.44244,1.851389,8.27153,0.057535
618.2357,599.8871,0,29.76,28.609,74.65,63.987,1743.034,24.09598,21.80607,29.21563,68.90869,1.6025,4.84176,0.054955
618.55,599.9207,0,29.1,28.06,75.357,69.808,1617.654,23.709,22.81856,28.54139,72.86491,1.383125,4.493484,0.042094
618.7729,599.9084,0,30.43,28.359,73.773,63.837,1666.744,23.65272,22.41263,28.91835,70.9602,1.005833,4.629843,0.034607
619.3956,599.8718,38.09998,30.16,22.52,96.044,63.921,1501.749,23.35271,21.34758,27.76428,72.41345,1.326458,4.171525,0.04047
619.3071,599.7955,33.782,22.689,22.289,99.998,96.092,1539.547,22.689,21.86171,22.5067,98.94366,0.115903,4.276518,0.002089
600.928,599.9115,3.048,22.73,22.378,99.998,99.824,1620.588,22.73,22.378,22.52442,99.99242,0.005278,4.501634,0.002119
600.6288,600.2137,0.254,22.65,21.807,99.998,99.998,1574.732,22.65,21.807,22.3919,99.99786,0,4.374257,0.002069
600.931,599.826,0.254,22.57,21.968,99.998,99.998,1624.38,22.57,21.968,22.29148,99.99786,0,4.512168,0.002123
600.3602,599.7497,0,22.509,22.328,99.998,99.998,1604.166,22.509,22.328,22.42262,99.99786,0,4.456016,0.002102
600.3969,599.9329,0,22.659,22.328,99.998,99.998,1570.787,22.659,22.328,22.4923,99.99786,0,4.363298,0.002066
600.4121,599.7955,0,22.619,22.409,99.998,99.998,1494.478,22.619,22.409,22.53392,99.99786,0,4.151327,0.001981
600.6411,599.8138,0,23.05,22.57,99.998,99.998,1472.934,23.05,22.57,22.84074,99.99786,0,4.091483,0.001961
600.6319,600.2839,0,23.171,22.97,99.998,99.998,1453.374,23.171,22.97,23.08452,99.99786,0,4.03715,0.001943
600.6196,599.9176,0,23.271,22.99,99.998,99.998,1450.287,23.271,22.99,23.12748,99.99786,0,4.028576,0.00194
615.8425,599.71,0,23.322,23.11,99.998,99.998,1563.099,23.322,23.11,23.18965,99.99786,0,4.341942,0.002068
600.8455,599.7589,0,23.322,23.03,99.998,99.998,1629.626,23.322,23.03,23.18904,99.99786,0.006944,4.526739,0.002139
600.0702,599.7344,0,23.532,22.87,99.998,99.998,1677.794,23.532,22.87,23.05509,99.99786,0,4.660538,0.003952
614.3651,599.7344,0,25.014,23.511,99.998,96.41,2387.719,24.65154,23.511,24.16059,99.38001,0.288194,6.632552,0.005529
614.3804,599.765,0,27.598,24.774,96.752,81.074,2913.394,24.77106,23.56795,26.16888,88.34962,1.14257,8.09276,0.019425
613.4188,599.7192,0,28.35,26.636,84.322,75.168,2973.556,24.27908,22.79313,27.51369,79.30073,1.580001,8.259878,0.038763
614.5879,599.7558,0,29.26,27.7,77.632,68.878,2836.263,23.94732,22.40129,28.43516,73.25665,2.192014,7.878509,0.063301
615.464,599.7375,0,30.859,29.17,70.634,61.312,3215.604,23.88449,21.82393,29.96291,65.98125,2.320832,8.932232,0.08588
616.4408,599.826,0,32.277,29.939,66.574,55.564,2879.315,23.96891,21.39556,30.99072,60.97453,1.395972,7.998098,0.0646
618.2997,599.7497,0,32.908,30.93,60.008,50.461,2745.249,23.01717,20.70938,31.80099,55.3633,1.709791,7.625692,0.087514
619.127,599.8718,0,33.448,30.97,58.924,48.001,2479.479,22.60515,20.53402,32.10379,53.856,1.547361,6.887442,0.082749
619.6765,599.9359,0,33.657,31.598,54.413,45.432,2123.387,22.02745,19.91533,32.52282,50.08182,1.376181,5.898296,0.080265
619.9512,599.7497,0,33.487,31.458,52.166,45.093,1814.655,21.42873,19.46047,32.33586,49.09684,1.682152,5.040709,0.096499
620.174,599.9329,0,31.499,27.768,72.594,50.773,1634.166,22.90096,20.06311,28.88799,68.25992,0.971597,4.539351,0.036315
620.0825,599.7924,0,27.768,26.327,77.262,71.201,1609.085,22.25953,21.75618,26.93294,74.19534,0.498056,4.469682,0.014331
619.9573,599.7863,0,26.346,25.586,80.838,77.199,1606.733,22.28486,21.97962,25.89744,79.48006,0.023056,4.463148,0.002716
600.9432,599.9451,0,25.686,25.126,83.16,80.636,1612.352,22.19906,21.99636,25.4034,81.84949,0.002569,4.478755,0.002271
600.7234,599.8748,0,25.236,24.613,87.258,82.938,1601.729,22.38197,22.08045,24.948,84.62222,0,4.449248,0.002194
619.8107,599.9207,0,24.774,24.472,89.777,87.254,1613.891,22.98378,22.35645,24.59453,88.41444,0.013056,4.483029,0.002335
619.7741,599.8412,0,24.794,24.434,92.953,89.804,1681.303,23.33654,22.96278,24.6019,91.4124,0.070139,4.670285,0.002821
619.8718,599.7344,0,24.574,24.292,95.014,92.939,1787.172,23.56784,23.27162,24.46526,94.09319,0.050069,4.964366,0.002632
619.7375,599.7497,0,24.554,24.324,95.35,94.324,1726.758,23.65294,23.425,24.42707,94.67639,0.013611,4.79655,0.002357
619.6887,599.7009,0,24.404,23.993,96.854,95.32,1636.801,23.64782,23.46943,24.18677,96.09488,0.009444,4.54667,0.002212
619.6398,599.8107,0,24.124,23.932,97.188,95.615,1592.645,23.54462,23.26438,24.00862,96.52316,0.010139,4.424015,0.002155
619.3956,599.9329,0,23.984,23.552,97.312,95.574,1527.969,23.30387,22.8602,23.7558,96.61181,0.008194,4.244359,0.002071
619.3987,599.7344,0,24.214,23.572,95.604,83.424,1583.972,22.89463,21.16077,23.96597,87.95472,0.037639,4.399922,0.00258
619.2979,599.7344,0,24.154,23.993,85.682,83.613,1512.682,21.57133,21.15591,24.0652,84.85357,0.043194,4.201893,0.004393
619.3346,599.826,0,26.218,24.154,85.371,76.836,2139.737,22.3148,21.49521,25.04598,82.33445,1.365555,5.943714,0.027655
619.2613,599.8107,0,27.528,25.736,78.642,70.992,2129.051,22.30078,21.16252,26.48481,75.22662,1.658542,5.914032,0.044355
619.0934,599.7192,0,29.701,27.409,72.214,60.132,2713.352,22.56788,20.41882,28.53106,66.89503,1.672916,7.53709,0.061633
619.8505,599.8077,0,30.57,28.57,65.689,58.841,2792.93,22.78758,20.73658,29.33855,62.56879,1.941458,7.75814,0.079309
619.3956,599.8351,0,31.38,29.74,63.488,52.367,3184.608,22.37525,19.97602,30.70384,56.06167,2.057431,8.846132,0.099887
619.652,599.765,0,32.199,30.619,57.302,48.644,3068.198,21.63034,19.64076,31.27509,53.12172,2.367362,8.522773,0.12035
619.6276,599.765,0,32.789,31.38,54.382,45.994,2876.148,21.5122,19.02323,32.12992,49.19025,1.904722,7.989301,0.10926
619.6185,599.7344,0,33.397,31.35,51.524,43.255,2509.132,21.39795,18.25783,32.28096,47.66204,1.715416,6.96981,0.1022
619.6673,599.9084,0,33.677,31.298,48.789,42.388,2294.199,20.56694,18.30407,32.5446,45.77425,1.750764,6.372774,0.107591
620.0916,599.7344,0,33.845,31.18,49.675,42.275,1897.238,20.67053,18.40772,32.44692,45.65565,1.591945,5.270105,0.098234
620.1526,599.7497,0,32.768,31.22,47.789,43.418,1716.64,19.34354,18.15714,31.86285,45.92455,0.772014,4.768445,0.050925
620.235,599.9207,0,31.41,28.701,56.655,46.39,1651.632,19.29925,18.27236,29.85161,51.71033,0.067431,4.587867,0.006048
620.1954,599.7619,0,29.701,27.428,64.345,52.5,1640.346,20.12842,18.79156,28.87551,56.4884,0.0775,4.556517,0.006048
620.0519,599.7985,0,27.458,26.758,70.938,63.865,1632.441,21.40242,19.88553,27.18207,66.7923,0.207569,4.534557,0.009288
620.116,599.7772,0,27.068,25.886,80.867,70.968,1673.109,22.38067,21.36739,26.53178,76.33723,0.636458,4.647525,0.015907
620.0916,599.8718,0,25.878,25.075,85.238,80.894,1707.809,22.46641,22.32707,25.47198,82.96778,0.540278,4.743913,0.010511
620.0214,599.7985,0,25.114,24.625,89.754,85.234,1665.615,22.88326,22.43769,24.83064,87.63882,0.440278,4.626708,0.007069
600.9463,599.8107,0,24.674,24.214,93.128,89.73,1665.053,23.0882,22.87074,24.4191,91.41794,0.382639,4.625147,0.005088
600.8608,599.7497,0,24.304,24.154,94.166,93.102,1542.423,23.22374,23.07368,24.23755,93.57829,0.00875,4.284509,0.002134
600.9005,599.7344,0,24.234,23.964,95.523,94.164,1439.701,23.27896,23.17425,24.08496,94.80511,0,3.99917,0.001957
600.8516,599.9023,0,24.064,23.852,96.455,95.46,1431.715,23.34134,23.18541,23.93466,95.93058,0,3.976986,0.001942
600.8944,599.7955,0,23.912,23.712,96.844,96.363,1422.764,23.36238,23.17899,23.82471,96.59655,0,3.952122,0.001928
600.8028,599.7589,0,23.762,23.312,97.018,96.228,1404.432,23.20238,22.7995,23.62527,96.60413,0,3.901201,0.001905
600.116,599.8107,0,24.414,22.8,96.947,83.359,1548.593,22.83579,21.14078,23.41887,89.79827,0.042708,4.301648,0.004189
600.9402,599.7344,0,25.275,24.284,83.558,77.52,1905.37,21.49571,20.7811,24.83447,79.87285,1.273056,5.292693,0.028686
619.8962,599.7466,0,27.919,25.014,79.738,66.605,2532.324,22.0259,20.88158,26.59844,73.049,1.468264,7.034234,0.04424
619.8596,599.7955,0,29.24,27.358,69.32,61.99,2602.682,21.78741,20.27643,28.18576,65.29295,1.595,7.229673,0.061259
619.6063,599.7344,0,30.638,28.9,62.916,53.652,3091.37,21.62782,19.30353,29.77699,57.53809,1.579722,8.58714,0.076231
619.5788,599.7955,0,32.06,29.939,58.529,49.543,3088.765,21.7694,19.91389,31.02394,54.6038,1.289653,8.579904,0.06982
619.4445,599.7802,0,33.087,30.638,56.648,45.73,3086.44,22.06907,19.37263,32.03946,50.74318,1.605763,8.573443,0.092013
619.6551,599.8565,0,33.308,31.499,51.035,43.905,2689.86,21.10714,18.49197,32.56892,46.796,1.830625,7.471834,0.110712
620,599.7344,0,33.974,31.579,49.779,41.521,2505.005,21.44413,18.43047,33.08324,45.41204,1.642014,6.958348,0.10371
620.0427,599.9207,0,34.236,31.74,47.532,40.028,2127.906,20.28209,17.62291,32.87633,43.30413,1.246597,5.910851,0.083453
620.2167,599.8412,0,33.947,31.57,48.073,40.331,1893.485,20.13042,17.94601,33.06452,43.33059,0.854723,5.259681,0.059575
620.1282,599.9237,0,33.167,31.798,45.941,41.424,1658.824,19.58428,18.04405,32.49953,43.78667,0.204583,4.607844,0.017852
620.3144,599.8107,0,32.457,28.38,59.414,44.06,1589.325,19.91997,18.51182,29.98775,52.52557,0,4.414793,0.002411
600.8975,599.7253,0,28.35,26.427,71.027,57.787,1591.882,20.95762,19.21615,27.43078,65.47959,0,4.421895,0.002305
620.2167,599.9359,0,27.678,26.718,72.73,68.598,1601.085,21.91993,20.84809,27.23231,70.36911,0.009097,4.447459,0.002572
620.0671,599.8382,0,26.828,26.218,75.572,72.556,1620.482,21.59597,21.47455,26.57695,73.80267,0.318542,4.501338,0.010362
620.2228,599.881,0,26.226,25.265,80.796,75.568,1625.112,21.77631,21.55573,25.77068,78.00453,0.063958,4.514201,0.003676
620.1893,599.9268,0,25.316,24.695,85.871,80.771,1528.493,22.28456,21.76597,24.96934,83.57529,0,4.245812,0.002114
619.9939,599.8565,0,24.794,24.414,91.406,85.84,1602.576,22.9729,22.22916,24.62037,88.99512,0.054236,4.4516,0.002747
600.8822,599.8107,0,24.542,24.414,93.066,91.373,1488.824,23.3636,22.94315,24.47982,92.1233,0,4.135623,0.002028
619.9451,599.8382,0,24.654,24.494,94.318,93.058,1489.156,23.64308,23.32368,24.56946,93.8127,0.012292,4.136546,0.002094
620.116,599.9207,0,24.695,24.542,94.802,94.228,1575.01,23.74231,23.59601,24.59938,94.48615,0.207361,4.375029,0.003126
620.0671,599.7741,0,24.613,24.464,95.636,94.701,1625.526,23.79749,23.67611,24.5396,95.17272,0.396806,4.515348,0.003755
620.0671,599.7497,0,24.484,24.353,96.156,95.607,1603.201,23.80222,23.68799,24.41967,95.91163,0.372361,4.453336,0.003377
600.7997,599.7344,0,24.835,24.445,95.918,93.398,1665.856,23.83673,23.61672,24.58722,94.77578,0.947222,4.627378,0.008556
619.9329,599.826,0,25.474,24.774,93.621,89.508,1882.39,23.88164,23.51899,25.04687,92.18481,1.229514,5.228861,0.013382
619.4384,599.7375,0,28.2,25.426,89.628,76.955,2356.782,24.18557,23.06488,26.44887,83.84351,1.771666,6.546618,0.032486
619.652,599.7802,0,28.92,27.158,79.941,71.234,2239.126,23.63908,22.73465,27.99648,74.78989,1.559028,6.219795,0.044308
619.8962,599.7497,0,30.74,28.06,75.75,61.546,2663.96,24.21195,21.96436,29.37436,68.76182,1.541041,7.39989,0.055422
619.6398,599.826,0,31.909,29.228,69.254,55.575,2768.191,23.67144,21.41443,30.69186,61.8627,1.575833,7.689418,0.069403
619.826,599.6948,0,32.837,30.75,61.72,51.646,3055.7,23.23715,20.60723,31.86928,55.82632,1.906388,8.488057,0.095813
619.9054,599.7344,0,34.025,31.618,57.439,47.531,3217.975,23.05037,20.70577,33.11275,51.13826,1.790695,8.938821,0.102218
619.6765,599.9207,0,34.197,32.508,54.167,47.238,2660.023,22.7799,20.71042,33.28289,50.27903,1.572084,7.388954,0.092042
620.0275,599.7131,0,34.474,32.527,52.416,45.976,2237.647,22.35275,20.55238,33.57499,48.28687,1.237709,6.215685,0.077076
620.2289,599.765,0,33.046,29.18,71.031,48.761,1610.594,23.52641,20.39891,31.18763,58.55165,1.208264,4.473874,0.057979
620.1771,599.8962,0,29.15,27.117,79.004,71.082,1605.138,23.59651,22.9275,27.94283,75.86891,2.140208,4.458718,0.053701
620.1923,599.8748,0,27.358,24.934,82.976,76.994,1602.52,23.26944,20.80443,26.03867,79.60591,1.508125,4.451446,0.025337
620.1771,599.8077,0,24.934,24.334,83.443,77.99,1561.364,21.40449,20.84791,24.60529,81.05582,0.696389,4.337121,0.013316
620.1649,599.768,0,24.394,23.984,88.73,83.382,1477.806,22.12618,21.36773,24.13872,86.02065,0.051389,4.105017,0.002729
620.2137,599.7344,0,24.273,24.034,91.39,88.726,1534.988,22.74341,22.07954,24.14623,90.32442,0.282292,4.263855,0.004529
620.1038,599.7222,0,24.453,24.102,92.578,91.388,1559.178,23.16581,22.66899,24.23702,92.14099,0.184236,4.331051,0.003417
620.1374,599.7741,0,24.504,24.243,94.105,92.384,1645.701,23.50658,23.07891,24.36509,93.50656,0.193403,4.571393,0.003318
620.0947,599.7253,0,24.564,24.343,95.188,94.078,1643.576,23.66357,23.46284,24.4444,94.68545,0.545139,4.56549,0.004524
619.8107,599.6948,0,24.632,24.494,94.546,94.002,1692.349,23.64066,23.5723,24.56122,94.32964,0.93757,4.70097,0.006212
619.6765,599.7955,0,24.554,24.314,95.184,94.472,1644.462,23.63451,23.49794,24.45768,94.71066,0.581597,4.567949,0.004648
600.9097,599.826,0,24.453,24.253,96.031,94.947,1612.851,23.65732,23.51888,24.35708,95.33431,0.203819,4.480142,0.002972
600.931,599.7497,0.762,24.434,23.993,97.722,96.023,1551.359,23.888,23.56101,24.1238,97.15874,0.211597,4.30933,0.002548
600.9127,599.768,0,24.054,23.812,97.359,94.598,1622.568,23.58063,22.93992,23.97657,95.68974,0.806597,4.507133,0.004695
600.9188,599.8107,0,24.263,23.742,95.1,93.238,1685.659,23.13713,22.90032,23.89675,94.60318,0.128056,4.682386,0.004686
619.124,599.8565,0,25.807,24.234,93.376,86.578,2117.349,23.5383,22.86283,24.68841,90.86984,1.435347,5.881524,0.016885
619.2277,599.765,0,28.108,25.716,87.046,73.722,2650.76,23.79147,22.69428,26.90029,80.09782,1.921251,7.363224,0.042324
619.4231,599.765,0,29.56,27.528,75.886,64.027,2781.99,23.44413,21.55697,28.66319,70.02151,1.779236,7.727748,0.059516
619.7741,599.7344,0,30.9,28.791,67.958,57.573,2726.996,22.93752,20.86785,29.73037,62.2962,2.538194,7.574988,0.100233
619.9573,599.7344,0,31.35,29.609,62.574,54.126,2380.892,22.46182,20.56926,30.42849,59.01987,2.275693,6.613588,0.099659
620.1893,599.8138,0,32.218,30.138,59.271,52.562,2313.782,22.32245,20.20141,30.84142,56.65029,2.078542,6.427172,0.097958
620.1069,599.7039,0,33.046,30.798,58.085,48.255,2797.464,22.20665,20.09235,31.96112,52.55226,1.996527,7.770734,0.106155
620.2534,599.9023,0,33.755,31.63,54.514,45.501,2671.235,22.24533,19.4327,32.85915,49.08197,1.644028,7.420097,0.097212
620.0702,599.8107,0,33.826,31.34,51.449,43.486,2215.134,21.05369,19.04237,32.64056,47.63251,1.596944,6.15315,0.096038
620.0336,599.7497,0,33.177,31.048,52.283,45.255,2012.815,21.14303,18.96678,32.36718,47.56472,1.861598,5.591153,0.109005
620.3206,599.7802,0,32.768,30.68,52.226,45.817,1872.677,20.07059,19.19283,31.63503,48.8658,1.603472,5.201881,0.091989
619.823,599.7497,0,30.83,29.138,57.164,50.772,1664.54,19.97107,19.36336,29.86566,54.33825,0.418403,4.623723,0.021945
600.8975,599.7344,0,29.15,27.608,66.875,56.714,1634.075,20.9178,19.51259,28.44734,60.42704,0.741944,4.539096,0.029677
619.9451,599.7863,0,27.618,26.288,72.697,66.875,1625.797,21.12302,20.90669,26.80976,70.595,0.761736,4.516102,0.022208
620.2106,599.8474,0,26.296,25.436,78.642,72.722,1643.497,21.48889,21.0056,25.86682,75.90166,0.901041,4.565269,0.020554
620.2411,599.7802,0,25.455,24.625,84.52,78.697,1707.905,21.88717,21.47211,25.08031,81.23821,1.005278,4.744181,0.01744
620.0092,599.7344,0,24.774,24.494,89.121,84.539,1650.312,22.78528,21.85071,24.65998,86.94141,0.191667,4.584199,0.004582
620.1862,599.8046,0,24.695,24.584,93.078,89.15,1716.64,23.4229,22.77361,24.62538,91.41604,0.427083,4.768444,0.00546
620.1404,599.7802,0,24.625,24.414,94.398,93.021,1706.633,23.52179,23.3972,24.52601,93.72507,0.151042,4.740647,0.003123
620.1343,599.8412,0,24.574,24.314,94.857,94.136,1649.278,23.62624,23.43245,24.43731,94.53996,0.160625,4.581326,0.002977
620.2198,599.8993,0,24.632,24.343,95.18,93.57,1654.654,23.61839,23.46939,24.55144,94.00562,0.820139,4.596261,0.005991
600.4457,599.826,0,24.343,24.154,95.859,95.226,1615.783,23.61076,23.44401,24.232,95.69193,0.535694,4.488286,0.003958
619.7497,599.7344,0,24.353,24.163,96.027,95.058,1508.178,23.68332,23.35173,24.23674,95.63955,0.241042,4.189383,0.002922
619.9084,599.826,0,24.754,23.932,95.945,94.02,1548.856,23.77439,23.24602,24.23722,95.15895,0.161042,4.302379,0.004496
619.5788,599.7344,0,26.418,24.735,94.066,84.678,1940.219,23.95662,23.42459,25.26031,90.70484,1.294236,5.389498,0.015827
619.9359,599.7344,0,28.35,25.976,85.766,73.468,2501.041,24.11537,22.61756,27.13787,80.14515,2.185765,6.947335,0.046562
619.9481,599.8168,0,30.27,27.039,78.836,63.39,2573.617,23.85344,21.9446,28.68716,71.0687,1.939791,7.148935,0.061413
620.2045,599.7344,0,31.638,28.458,69.854,57.865,2683.205,23.4401,21.57547,29.99969,63.63464,2.065416,7.453347,0.082033
620.2015,599.7802,0,32.498,29.76,63.068,53.406,2908.5,23.15209,21.3511,31.11663,58.70749,1.95625,8.079167,0.090487
620.2106,599.765,0,32.949,30.869,59.692,51.51,2689.384,23.24912,21.16644,31.84941,55.36609,1.894861,7.47051,0.09546
620.1679,599.7558,0,33.916,30.91,57.863,45.501,2813.612,22.7909,20.37616,32.37189,52.63956,2.057778,7.81559,0.10952
