_id,temp_inst,temp_max,temp_min,umid_inst,umid_max,umid_min,pto_orvalho_inst,pto_orvalho_max,pto_orvalho_min,pressao,pre,ssao_max,pressao_min,vento_direcao,vento_vel,vento_rajada,radiacao,precipitacao,
,27.48900871007879,,,64.6735794276234,67.14713216957605,62.1645885286783,19.89688925756946,20.36591853699084,19.4183707398171,1011.2560348403156,,,1011.0073981712383,2.7770764119601266,115.43586550435866,7.111916666666663,814.4524180837763,0.005972625466611363,
