data_hora,record,pressao_atm_max,pressao_atm_min,chuva_mm,temp_ar_max,temp_ar_min,umid_relat_max,umid_relat_min,rad_solar_total,temp_max,temp_min,temp_ar_media,umid_relat_media,vento_veloc,rad_solar_media,et0
'2016-06-15 15:00:00',20599,620.3999,599.8107,0,34134,31458,45162,37658,3328863,19.4642,16.67106,32.80286,41.33979,1.480694,9.246842,0.1027655
'2016-06-15 16:00:00',20600,619.8871,599.8871,0,34923,31548,42.22,35071,3037963,19.11294,16.59661,33.15831,38.77744,1.301876,8.438786,0.09562907
'2016-06-15 17:00:00',20601,620.0336,599765,0,33966,31.15,43626,37035,3250607,18.26531,16.44291,32.27622,40.21972,0.7724304,9.029464,0.05962084
'2016-06-15 18:00:00',20602,600.9554,599.9084,0,33267,30.74,41488,37216,2629893,17.16934,15.53291,31.82454,39.34489,0.4764583,7.305259,0.03926909
'2016-06-15 19:00:00',20603,600.9829,599826,0,30.82,27728,50.9,40145,1884067,16.73549,15.6339,28.7754,46.41817,0.01166667,5.233519,0.003473448
'2016-06-15 20:00:00',20604,600.29,599765,0,28.07,25114,62169,47.9,1835536,17.65398,15.96386,26.41828,55.57247,0,5.09871,0.002631055
'2016-06-15 21:00:00',20605,619.8627,599.7955,0,26598,24214,68798,56992,1844953,20.08982,16.56594,25.67819,64.45634,0.1872222,5.12487,0.009117194
'2016-06-15 22:00:00',20606,600.9585,599.7924,0,25776,25175,77.09,68798,1812463,20.94183,19.52454,25.48975,73.31242,0.05145833,5.034618,0.003878182
'2016-06-15 23:00:00',20607,600.8608,599.9634,0,25316,24353,83184,77119,1657743,21.46857,20.93565,24.98529,79.49335,0.02840278,4.604843,0.002861866
'2016-06-16 00:00:00',20608,600.6594,599.9939,0,24703,24124,86426,82296,1602694,21.99709,21.34611,24.48126,84.18771,0,4.451927,0.002190225
'2016-06-16 01:00:00',20609,600.9829,600.2259,0,24434,23682,89355,85546,1585.17,22.29312,21.44312,23.96824,88.16695,0,4.403249,0.002146893
'2016-06-16 02:00:00',20610,600.6807,600.29,0,23884,22529,93378,88.43,1698799,21.99075,21.14937,23089,91.31065,0,4.718886,0.0022498
'2016-06-16 03:00:00',20611,600.8853,600.2015,0,22.54,21736,95656,92988,2056785,21.44775,20.88272,22.14371,94.3069,0,5.713292,0.002619782
'2016-06-16 04:00:00',20612,600928,600699,0,22158,21235,96186,94537,2190182,21.41695,20.61035,21.58857,95.49109,0,6.083838,0.002748232
'2016-06-16 05:00:00',20613,600.9432,600.2564,0,21676,20823,98484,95962,2517.17,21.38091,20.30221,21.12033,96.97942,0,6.992139,0.003087443
'2016-06-16 06:00:00',20614,600.9829,600.4243,0,21084,20251,98955,97359,2633.92,20.90836,20.08229,20.66729,98.32581,0,7.316443,0.003193498
'2016-06-16 07:00:00',20615,600.7326,600.4426,0,22.91,20132,99541,96617,2703847,22.46727,19.98497,21.30695,98.77801,0,7.510686,0.005928574
'2016-06-16 08:00:00',20616,601.5079,599.8321,0,26498,22.94,96699,78996,4359804,23.59259,22.24165,24.95185,88.3997,0.06326389,12.11057,0.01039247
'2016-06-16 09:00:00',20617,620.2503,599.8565,0,28.38,26456,79804,66886,6394357,23.1892,21.2845,27.33409,73.7907,0.6025695,17.7621,0.03032795
'2016-06-16 10:00:00',20618,620.2747,599765,0,29859,27208,70023,59288,3865619,22.37438,20.18821,28.55962,64.01627,1.931596,10.73783,0.07717609
'2016-06-16 11:00:00',20619,619.9084,599.7802,0,30388,27.82,64503,55519,3447535,21.63211,20.03454,29.31881,59.57275,1.277708,9.576488,0.06145524
'2016-06-16 12:00:00',20620,600.9707,599.7955,0,32128,29.52,58851,47984,4222.19,21.6221,18.62314,30.92459,52073,1.49625,11.72831,0.08534847
'2016-06-16 13:00:00',20621,620406,599.7558,0,33027,30.56,50.56,42664,4271772,20.56996,18.13076,31.99811,46.43078,1.841389,11.86603,0.1142401
'2016-06-16 14:00:00',20622,620.0488,599.8443,0,34335,32357,47447,37773,4394047,20.38137,17.65752,33.2833,41.79584,1.730139,12.20569,0.1197583
'2016-06-16 15:00:00',20623,620.0488,599.9084,0,35074,32546,41678,35822,3868.76,19.62115,16.49718,34.03463,38.24508,1.376667,10.74656,0.1043289
'2016-06-16 16:00:00',20624,619939,599.8687,2.54,35203,32988,40044,34862,4279519,18.53279,16.28381,34.23156,36.68707,1.163542,11.88755,0.09365718
'2016-06-16 17:00:00',20625,603.9377,599.7009,0,34843,32527,39.16,33976,3250809,17.64223,16.04783,33.71438,36.43362,1.176111,9.030025,0.09190141
'2016-06-16 18:00:00',20626,620.1099,599.9359,0,33896,30958,40736,34667,2784132,17.03611,15.62029,32.50732,37.31367,0.6307639,7.7337,0.05173157
'2016-06-16 19:00:00',20627,600986,599.7955,0,30978,27909,49246,39615,2953429,16.53086,15.52579,29.65754,43.44145,0.04201389,8.203969,0.006736415
'2016-06-16 20:00:00',20628,600.6441,599.7222,0,28.38,26296,57066,46408,3909618,17.25127,15.65189,27.30898,51.54697,0,10.86005,0.005151684
'2016-06-16 21:00:00',20629,619.9237,599826,0,26848,25455,62763,53.5,3978963,18.43309,16.36454,26.33619,58.97511,0.5207639,11.05267,0.02465605
'2016-06-16 22:00:00',20630,620.3755,599.8077,0,26198,24695,70.3,62.48,4115239,18.99919,18.40014,25.41076,66.03202,0.3057639,11.43122,0.01489192
'2016-06-16 23:00:00',20631,600.9188,599.8565,0,24786,24054,76125,70125,4224336,20.01143,18.96224,24.35364,73.6703,0.001527778,11.73427,0.005284491
'2016-06-17 00:00:00',20632,600.7112,599.71,0,24314,22.57,84695,75.99,3970723,20.20043,19.64757,23.61651,79.96673,0,11.02979,0.004886651
'2016-06-17 01:00:00',20633,600.5952,599.8321,0,23752,22168,86359,84074,3929.84,21.16971,19.52521,22.99892,85.43755,0,10.91622,0.004784377
'2016-06-17 02:00:00',20634,600.58,599.8474,0,23292,21686,90492,84464,3964425,20.98646,20.07799,22.57868,87.66041,0,11.01229,0.004790858
'2016-06-17 03:00:00',20635,600.3724,599.7466,0,22168,20944,93.3,90154,4359539,20.65659,19.73734,21.50801,91.7244,0,12.10983,0.005147793
'2016-06-17 04:00:00',20636,600.7662,599765,0,20944,20.02,95938,93136,4620232,19.83681,19.19799,20.3907,94.76405,0,12.83398,0.005341459
'2016-06-17 05:00:00',20637,600.8272,600.4792,0,20352,19539,97292,95375,4520954,19.70195,19.00564,19.85582,96.3308,0,12.55821,0.00518875
'2016-06-17 06:00:00',20638,600.8272,600.3174,0,20361,19438,98292,96882,4554829,19.96554,19.10722,19.8196,97.50352,0,12.6523,0.005218923
'2016-06-17 07:00:00',20639,600.6196,600.3785,0,20643,19539,98894,98078,4616382,20.35434,19.28918,19.86856,98.42168,0,12.82328,0.009515015
'2016-06-17 08:00:00',20640,620.0183,599.7314,0,25265,20632,98136,78064,4487358,22.68653,20.3257,22.90585,92.05949,0,12.46488,0.009689528
'2016-06-17 09:00:00',20641,620.3328,599.7985,0,27978,25056,78574,65363,5458804,22.05556,20.5584,26.48028,72.27014,0.5351387,15.16334,0.02715877
'2016-06-17 10:00:00',20642,619.9268,599.7802,0,29.24,26976,68375,56182,6855755,21.16097,19.36081,28.28667,61.64326,1.499444,19.04376,0.07242459
'2016-06-17 11:00:00',20643,619.9329,599.8993,0,31228,28478,59.4,48152,7807995,20.36646,17.60222,29.82347,52.81583,2.27514,21.68887,0.1234403
'2016-06-17 12:00:00',20644,619.7985,599.9329,0,32029,29.38,50179,40296,7696204,18.47993,16.18124,30.84235,44.01788,2.277916,21.37835,0.1461485
'2016-06-17 13:00:00',20645,620.1221,599.8779,0,33616,30.58,45.21,33724,6383398,18.02831,15.1058,32.08851,39.92517,2.057499,17.73166,0.1440351
'2016-06-17 14:00:00',20646,619.9329,599.8138,0,34406,32418,39046,31178,5462497,17.04134,14.50289,33.41775,34.29998,1.901111,15.1736,0.1477357
'2016-06-17 15:00:00',20647,619.9329,599881,0,34537,33097,36107,30142,5101167,16.78436,14.34183,33.99757,32.70945,1.954792,14.16991,0.1552634
'2016-06-17 16:00:00',20648,620.0458,599.8168,0,34825,33468,33156,27.29,4320981,15.98001,12.86936,34.14099,29.53183,1.816181,12.00273,0.1509735
'2016-06-17 17:00:00',20649,620.1008,599.8871,0,35593,33097,32742,27.53,3843982,15.64734,13.20112,33.92407,30.24385,1.11243,10.67773,0.0970458
'2016-06-17 18:00:00',20650,600.9402,599.7497,0,33765,30.4,33464,29266,3435.37,15.23277,11.42065,32.13628,30.63505,1.3475,9.542694,0.109876
'2016-06-17 19:00:00',20651,600.0824,599.8107,0,30451,28138,35226,31156,3988321,11.84628,11.02056,29.01705,33.6855,0.08430555,11.07867,0.0114258
'2016-06-17 20:00:00',20652,619.9451,599.8412,0,28.15,25917,54152,34822,4355806,17.10143,11.18022,27.45507,40.53447,0.508611,12.09946,0.03434
'2016-06-17 21:00:00',20653,619.9969,599.7375,0,27088,25175,65302,51652,4417604,18.26267,15.23644,25.89649,57.20929,0.09034722,12.27112,0.009489569
'2016-06-17 22:00:00',20654,620.3602,599.7344,0,25396,24334,73447,65365,4336474,19.36564,18.21493,24.95324,69.66053,0.08951388,12.04576,0.008049522
'2016-06-17 23:00:00',20655,619.8932,599.7772,0,24334,24042,80248,73.47,4089502,20.51294,19.24805,24.16897,77.07476,0.5543055,11.35973,0.01572775
'2016-06-18 00:00:00',20656,600.9585,599.7924,0,24073,22.82,84865,80246,3910099,20504,20.02071,23.26929,82.94318,0.05930556,10.86139,0.005707593
'2016-06-18 01:00:00',20657,600.4701,599.9207,0,23322,22.89,86617,84312,3846988,20.96123,20.1937,23.12613,85.31281,0.006805556,10.68608,0.004789419
'2016-06-18 02:00:00',20658,600.9036,599.9329,0,23341,22529,91.17,86441,3663509,21.59435,20.74302,23.11509,88.53146,0.01354166,10.17641,0.004616958
'2016-06-18 03:00:00',20659,600.9066,599.9329,0,23191,22428,93882,90779,3597107,22.1016,20.96643,22.85973,92.77532,0,9.991963,0.004376017
'2016-06-18 04:00:00',20660,600.3327,599.9084,0,22.88,22448,93758,92714,3534085,21.78548,21.3434,22.67009,93.31273,0,9.816903,0.00429381
'2016-06-18 05:00:00',20661,600.2961,599.7497,0,23251,22509,93684,92886,3509413,22.06539,21.41089,22.93527,93.30022,0,9.748368,0.004279235
'2016-06-18 06:00:00',20662,600928,599.9329,0,23281,23.06,93105,92699,3438149,22.07764,21.86799,23.15231,92.89266,0,9.550414,0.004210664
'2016-06-18 07:00:00',20663,600.4762,599.9695,0,25014,23.12,93.43,87.31,3646173,23.15255,21.95847,23.71734,91.84627,0,10.12826,0.008059487
'2016-06-18 08:00:00',20664,620.2778,599.7955,0,25878,24453,87792,82976,3079657,22.9553,22.22079,24.87203,86.53445,0.05930556,8.554602,0.007807418
'2016-06-18 09:00:00',20665,620.2869,599.7711,0,26748,25496,82867,74922,3241983,22.72513,21.38257,26.19093,77.86914,0.7666669,9.005508,0.02428343
'2016-06-18 10:00:00',20666,620.3297,599.8718,0,28619,26177,75876,64064,3834128,21.92058,20.51652,27.42014,68.9963,0.7063195,10.65036,0.03125225
'2016-06-18 11:00:00',20667,620.3389,599.7405,0,30.6,28169,66004,52407,5595474,21.37572,19.08162,28.84076,60.20992,1.008195,15.54298,0.05421105
'2016-06-18 12:00:00',20668,620.3297,599.9115,0,32488,29.02,57446,46294,6819456,20.59955,18.43613,30.30174,52.34918,1.521319,18.94293,0.0905444
'2016-06-18 13:00:00',20669,620.3236,599.7558,0,33947,30.24,52171,40863,7321548,20.27693,17.7449,31723,46.63743,1.177431,20.33763,0.08476163
'2016-06-18 14:00:00',20670,620.3358,599.7802,0,34335,31669,46844,37681,6565191,19.68588,16.98214,32.80268,41.94251,1.404236,18.23664,0.1041939
'2016-06-18 15:00:00',20671,619.8932,599.9329,0,35375,31.42,42286,32602,4867483,18.82117,15.53594,33.13681,37.69884,1.054652,13.52079,0.08499893
'2016-06-18 16:00:00',20672,600.9707,599.9329,0,34945,32476,38406,32076,4884771,17.10892,15.30796,33.85979,34.37193,1.182639,13.56881,0.09888846
'2016-06-18 17:00:00',20673,619.9939,599.7375,0,34515,32348,37199,32576,4371854,16.45757,15.20046,32.98562,35.30013,1.062639,12.14404,0.08713926
'2016-06-18 18:00:00',20674,620.0671,599.7955,0,33277,30728,38666,34126,5040907,15.85595,14.8746,31.94551,36.34386,0.9088196,14.00252,0.07580426
'2016-06-18 19:00:00',20675,600.1038,599.7344,0,30.72,28259,44724,38486,2709397,15.22346,14.83923,29.40117,41.58392,0.06902778,7.526104,0.008210933
'2016-06-18 20:00:00',20676,620.0305,599.8474,0,28.42,26968,60201,44246,2508793,18.66885,14.8803,27.64003,53.8954,0.6166669,6.968869,0.02998427
'2016-06-18 21:00:00',20677,620.3969,599.9329,0,27058,26366,64074,59935,2491894,19.09021,18.61163,26.67848,62.04927,0.7754167,6.921927,0.02930665
'2016-06-18 22:00:00',20678,620.3846,599.7802,0,26366,25216,72.91,64011,2451988,20.05766,19.02132,25.74992,68.00485,0.8607639,6.811079,0.0265149
'2016-06-18 23:00:00',20679,619.9664,599.8077,0,25316,24414,82628,72882,2325476,21.31884,20.05145,24.9401,78.01752,1.102084,6.459656,0.02195019
'2016-06-19 00:00:00',20680,619.8901,599.7497,0,24445,23752,87117,82574,2231706,21.55771,21.21596,24.01507,85.02857,0.003125,6.199183,0.00294447
'2016-06-19 01:00:00',20681,600.5952,599.9451,0,23944,23371,88794,86898,2177514,21.7222,21.29029,23.53209,87.89159,0.01076389,6.04865,0.002936802
'2016-06-19 02:00:00',20682,600873,599826,0,23462,23201,91.09,88796,2128811,21.75853,21.44927,23.34573,89.80196,0,5.913363,0.002747149
'2016-06-19 03:00:00',20683,620.3816,599.8596,0,23532,23241,91468,90542,2086928,21.94316,21.68822,23.38425,90.96329,0.1361111,5.797022,0.00379134
'2016-06-19 04:00:00',20684,620.3052,599.8565,0,23271,21788,95092,91172,2086632,21.81487,20.78753,22.56962,92.86887,0.00375,5.796199,0.002692622
'2016-06-19 05:00:00',20685,600.9036,599.8565,0,21827,20843,97972,95082,2467529,21.07753,20.45403,21.36825,96.49237,0,6.854247,0.003043355
'2016-06-19 06:00:00',20686,600.6411,599.7985,0,20843,20.06,99176,97554,3014517,20.54375,19.84916,20.50804,98.44655,0,8.373658,0.003599297
'2016-06-19 07:00:00',20687,600.0854,599.7344,0,22168,19829,99.83,96962,3505882,22.08401,19.67601,20.5098,99.10529,0,9.738561,0.00743403
'2016-06-19 08:00:00',20688,600.9402,599.7497,0,25716,21746,97544,76992,3292152,23.02369,21.27839,24.26894,87.71801,0.3554166,9.144868,0.01158622
'2016-06-19 09:00:00',20689,600.9463,599.7497,0,28208,25544,77462,56547,3635803,21.72382,18.57896,26.98599,66.9133,1.114861,10.09945,0.0450028
'2016-06-19 10:00:00',20690,619.9603,599.8901,0,30.13,27.56,58754,48035,4094802,19.19307,17.47962,28.81729,52.86554,1.92021,11.37445,0.09909068
'2016-06-19 11:00:00',20691,600.9402,599.7802,0,31451,29.5,51265,42.06,4479.34,18884,16.33545,30.51724,45922,1.874653,12.44261,0.1144766
'2016-06-19 12:00:00',20692,606978,599.8504,0,33158,30.57,46.36,37368,4766808,18.35738,16.27158,31.79611,41.13186,2.034168,13.24113,0.1360878
'2016-06-19 13:00:00',20693,600.9707,599.7589,0,33986,32178,40998,33294,4825.6,18.19005,15.38408,33.17841,36.96642,2.012361,13.40444,0.1471926
'2016-06-19 14:00:00',20694,620406,599.8565,0,34815,33087,38005,31434,4601448,17.85353,14.98862,34.04671,33.94699,1.646667,12.7818,0.1310893
'2016-06-19 15:00:00',20695,620.0458,599826,0,35583,33117,35364,28674,4411935,17.00662,14.12145,34.73471,31.72488,1.480209,12.25537,0.1243016
'2016-06-19 16:00:00',20696,619.9573,599826,0,35733,33257,32285,27839,4076855,15.78823,13.69004,34.63885,29.65635,1.628472,11.3246,0.1377596
'2016-06-19 17:00:00',20697,620.0305,599.8412,0,35802,33437,31415,27931,3667984,15.24832,13.6939,34.50403,29.76738,1.115625,10.18884,0.09831235
'2016-06-19 18:00:00',20698,600928,599.7955,0,34076,31678,33455,29162,2950309,14.05482,13.33759,32.94807,31.14451,1.260277,8.195303,0.1032486
'2016-06-19 19:00:00',20699,600.0854,599.7527,0,31669,28.83,40664,33248,2856.67,14.23123,13.55113,30.06947,37059,0.04180555,7.935194,0.006982713
'2016-06-19 20:00:00',20700,620.0305,599.7894,0,29.35,27298,67.91,40523,2527142,20.89324,14.04321,28.30031,60.80432,1.693195,7.01984,0.05521471
'2016-06-19 21:00:00',20701,620.4579,599.8138,0,27298,25997,77888,68002,2466845,21.86648,20.8689,26.64409,72.84272,1.826737,6.852346,0.03912326
'2016-06-19 22:00:00',20702,620.3938,599.7344,0,25997,25094,83746,77882,1944144,22.18207,21.83374,25.49142,81.13952,1.168751,5.400401,0.01984942
'2016-06-19 23:00:00',20703,620.3572,599.7802,0,25094,24564,87798,83742,1965287,22.44396,22.15122,24.77188,86.06578,0.7877083,5.459131,0.01157935
'2016-06-20 00:00:00',20704,619.9329,599.7955,0,24594,24382,89434,87796,2387352,22.63233,22.37729,24.46799,88.85335,0.6209722,6.631534,0.008758165
'2016-06-20 01:00:00',20705,600.9341,599.8412,0,24594,24394,89676,89126,1867.82,22.72221,22.58795,24.48143,89.42085,1.060069,5.188388,0.01096448
'2016-06-20 02:00:00',20706,620348,599.7344,0,24604,24314,90174,89154,1793155,22.74756,22.5857,24.48569,89.57318,0.553611,4.980985,0.007262663
'2016-06-20 03:00:00',20707,620.2869,599.7497,0,24414,24263,90611,89949,1776886,22.74815,22.57493,24.34762,90.25307,0.02472222,4.935793,0.002594138
'2016-06-20 04:00:00',20708,620.3358,599.7344,0,24314,24022,90742,89734,1782136,22.58553,22.32243,24.12093,90.26096,0.05749999,4.950379,0.002892766
'2016-06-20 05:00:00',20709,601.7399,599.7344,0,24112,23452,91722,88.98,1785275,22.37722,21.89463,23.77546,90.19527,0,4.959097,0.002364542
'2016-06-20 06:00:00',20710,620.3907,599.8871,0,23472,23.05,93406,91.65,1847174,22.0986,21.9041,23.18137,92.85088,0,5.13104,0.002413732
'2016-06-20 07:00:00',20711,620.3846,599.8871,0,24404,23.11,92936,85859,1947313,22.25918,21.80991,23.55795,91.07158,0,5.409203,0.004574656
'2016-06-20 08:00:00',20712,620.2167,599.7344,0,26488,24375,85861,72378,2479854,21.97964,20.90921,25.27911,79.29108,1.0475,6.888484,0.02661774
'2016-06-20 09:00:00',20713,619.8107,599.7222,0,28541,26077,73.31,64.14,2935264,21.34302,20.64644,27.09407,69.22814,1.778612,8.153512,0.05944928
'2016-06-20 10:00:00',20714,623.5715,599765,0,30.1,28018,64582,55515,3578297,21.35351,19.88846,29.1055,60.02236,2.092917,9.939713,0.09090145
'2016-06-20 11:00:00',20715,600.9249,599.7466,0,31.32,27868,62451,50029,3912.74,20.8018,19.43594,30.16373,55.01162,1.965069,10.86872,0.09880032
'2016-06-20 12:00:00',20716,620.3999,599.7497,0,31.81,29951,53974,48021,3474212,20.49174,18.80668,30.98455,50.31566,1.893125,9.65059,0.1055956
'2016-06-20 13:00:00',20717,619.9146,599.8871,0,34056,31.22,51.1,40.98,4525052,20.26128,18.29819,32.86611,45.03438,2.519445,12.56959,0.1547949
'2016-06-20 14:00:00',20718,619.9542,599.7497,0,34316,31189,47938,38785,3836792,20.29431,17.91646,33.2762,42.06086,1.897569,10.65775,0.1277095
'2016-06-20 15:00:00',20719,620.0183,599.7344,0,34306,32408,43858,38001,3136206,19.46464,17.10166,33.22928,40.71824,1.90743,8.711682,0.1294847
'2016-06-20 16:00:00',20720,620.4213,599.9023,0,34894,32518,40521,34648,3090.26,18.59771,16.84572,33.87701,37.66615,2.110833,8.584056,0.1497051
'2016-06-20 17:00:00',20721,620.1008,599.7192,0,34486,32748,39421,34.66,2645.83,17.85668,16.09434,33.64096,36.90192,1.915694,7.349529,0.1377897
'2016-06-20 18:00:00',20722,619.9481,599.9329,0,33816,30.99,41527,35173,2279225,17.13835,15.48023,32.42736,37.42289,0.8299996,6.33118,0.06394708
'2016-06-20 19:00:00',20723,600.9005,599.7802,0,31138,29.26,45419,40,2068935,16.62485,15.86595,30.19814,43.03712,0.118125,5.74704,0.01038614
'2016-06-20 20:00:00',20724,620.0458,599.8107,0,29.43,27839,67373,44914,2056061,21.27867,16.15511,28.88186,52.89262,1.1725,5.71128,0.05089387
'2016-06-20 21:00:00',20725,620.3755,599.7161,0,27839,26058,75771,67.46,1907958,21.55848,21.26325,26.85447,72.19677,2.052431,5.299883,0.04286909
'2016-06-20 22:00:00',20726,620.3846,599.7833,0,26068,25275,79422,75798,1845018,21.51773,21.37422,25.69159,77.41666,0.7615975,5.125049,0.01727589
'2016-06-20 23:00:00',20727,619.9573,599.7741,0,25306,24835,82098,79361,1839815,21.60624,21446,25024,80.93982,0.6689583,5.110596,0.01340532
'2016-06-21 00:00:00',20728,620.3236,599.7863,0,24835,23852,86105,82092,1831322,21.65222,21.37273,24.38612,83.96944,0.1736805,5.087004,0.00506947
'2016-06-21 01:00:00',20729,620.3999,599.7344,0,23932,23441,88334,86062,1801993,21.59413,21.31713,23.70094,87.24358,0,5.005535,0.002393231
'2016-06-21 02:00:00',20730,600.8822,599.9176,0,23692,22.88,90376,87625,1816091,21.54854,21.21509,23.25084,89.10613,0,5.044698,0.002393406
'2016-06-21 03:00:00',20731,600.0702,599.8596,0,22.94,22148,93117,89875,1895.41,21.34062,20.82673,22.4629,91.65628,0,5.265027,0.002456536
'2016-06-21 04:00:00',20732,600.0702,599.7344,0,22178,21486,95.13,92.82,2089198,21.08661,20.54708,21.75908,94.23563,0,5.803328,0.002645606
'2016-06-21 05:00:00',20733,600.0702,599.7955,0,21927,21556,95246,94554,2092742,21.04645,20.74661,21.73735,95.00147,0,5.813171,0.002646455
'2016-06-21 06:00:00',20734,600.0702,599.7802,0,22499,21927,94.57,93203,2056906,21.38931,21.00334,22.21718,93.94371,0,5.713628,0.00262304
'2016-06-21 07:00:00',20735,620.2991,599829,0,23632,22.49,93205,82207,2025551,21.3797,20.43602,23.13021,87.96394,0.1688889,5.626529,0.006688696
'2016-06-21 08:00:00',20736,600.9341,599.7375,0,25365,23632,82291,70791,2256584,20.59961,19.5973,24.40829,77.57291,0.3790972,6.26829,0.01369637
'2016-06-21 09:00:00',20737,620.2625,599.7497,0,27919,25246,71188,59277,3047.71,20.19436,18.74829,26.61126,64.69106,1.236389,8.465861,0.04995324
'2016-06-21 10:00:00',20738,620.3206,599.8871,0,29.56,27.9,61089,51775,3696852,19.88567,17.95375,28.51347,56.36729,1.909862,10.26903,0.09064224
'2016-06-21 11:00:00',20739,600.9219,599.7955,0,31.33,28.67,56142,44549,3837625,19.96962,17.12321,29.86657,50.81169,2.034028,10.66007,0.1096292
'2016-06-21 12:00:00',20740,620.0305,599765,0,33199,29.63,48751,39853,3823945,19.0403,16.73002,31.37425,43.9497,1.803818,10.62207,0.1149383
'2016-06-21 13:00:00',20741,620.3724,599.7772,0,33068,31.34,44527,37624,3970.25,18.61027,16.31668,32.24456,40.57121,1.728056,11.02847,0.1190632
'2016-06-21 14:00:00',20742,619.9695,599.6978,0,34505,31.81,41296,34448,3928229,18.13327,16.24972,33.55374,36.98561,1.812013,10.91175,0.1336246
