record,pressao_atm_max,pressao_atm_min,chuva_mm,temp_ar_max,temp_ar_min,umid_relat_max,umid_relat_min,rad_solar_total,temp_max,temp_min,temp_ar_media,umid_relat_media,vento_veloc,rad_solar_media,et0
23134,620.311,599.75,0,24.064,23.382,81.449,79.52,1794.69,20.7071,19.7646,23.6579,80.118,0.626597,4.98525,0.0128344
23135,600.91,599.908,0,24.194,23.382,80.107,75.746,2054.74,19.9379,19.5229,23.7673,78.1504,1.32479,5.7076,0.0313792
23136,620.4,599.918,0,25.114,24.144,75.844,71.033,2404.04,19.7589,19.3172,24.6027,73.1774,2.03715,6.67788,0.0546142
23137,620.348,599.734,0,26.257,24.703,72.824,66.578,2344.84,19.7356,19.2836,25.2671,70.2636,1.95715,6.51344,0.0588459
23138,619.884,599.795,0,29.619,26.318,66.98,53.267,3354.51,19.9388,18.9361,27.5361,61.3899,1.8325,9.31808,0.0763188
23139,620.021,599.829,0,31.27,28.268,59.006,49.277,4001,19.87,18.7215,29.6552,53.4658,1.97417,11.1139,0.101548
23140,620.006,599.78,0,33.207,30.74,51.595,41.445,4577.85,19.9662,18.0833,31.8445,46.5604,2.25799,12.7162,0.135369
23141,619.954,599.875,0,34.384,31.868,44.383,36.789,4204.55,19.0901,17.1297,33.3388,40.494,2.1566,11.6793,0.14693
23142,620.049,599.896,0,35.992,33.078,40.574,31.004,3996.15,18.3624,16.1803,34.274,36.2177,1.83396,11.1004,0.13824
23143,620.104,599.756,0,36.391,34.595,34.009,28.042,3406.12,16.921,14.9001,35.5458,30.6551,1.79653,9.46145,0.148491
23144,620.107,599.762,0,36.36,34.825,31.89,28.166,2686.97,16.5395,14.5419,35.7524,29.4237,1.92326,7.46382,0.159207
23145,620,599.774,0,36.291,35.125,29.834,25.621,2138.34,15.0326,12.6737,35.5227,27.4345,2.10202,5.93984,0.175093
23146,600.949,599.734,0,35.222,33.177,27.696,25.746,1775.92,13.019,11.8242,34.2387,26.5723,1.35653,4.93312,0.116748
23147,600.958,599.75,0,33.167,30.02,49.646,27.452,1757.8,18.3984,11.9207,31.6901,37.6479,1.69292,4.88278,0.093334
23148,620.397,599.75,0,30.029,28.188,53.73,49.677,1813.68,18.4166,17.8921,29.1106,51.8885,2.39646,5.038,0.0859435
23149,620.046,599.847,0,28.178,26.628,59.937,53.503,1847.41,18.2852,17.8225,27.3408,56.8352,2.3793,5.1317,0.073073
23150,620.083,599.737,0,26.628,25.596,66.132,59.898,1888.47,18.8272,18.1095,26.0333,62.7015,1.69167,5.24575,0.0489635
23151,620.446,599.701,0,25.576,24.825,74.188,66.156,1951.2,19.977,18.81,25.1875,70.3237,1.84695,5.41999,0.0406817
23152,619.908,599.747,0,24.844,24.234,79.289,74.125,1961.49,20.4694,19.9049,24.4871,76.8673,0.985972,5.44858,0.0207259
23153,620.336,599.884,0,24.234,23.772,84.344,79.308,1989.13,21.0777,20.4059,23.9777,82.278,1.11139,5.52535,0.0175052
23154,620.36,599.768,0,23.912,23.712,85.652,84.23,2006.3,21.2222,21.0557,23.8257,84.8521,1.47729,5.57305,0.0181852
23155,620.324,599.783,0,23.722,23.452,87.498,85.707,2006.08,21.3463,21.1722,23.5698,86.9508,1.47111,5.57246,0.0157686
23156,600.894,599.826,0,23.903,23.702,86.438,84.812,2025.85,21.4088,21.0208,23.818,85.8057,1.37222,5.62735,0.0164115
23157,600.946,599.75,0,23.952,23.712,84.758,81.352,2009.83,21.0376,20.476,23.8859,82.4387,2.05562,5.58285,0.0254446
23158,620.324,599.734,0,23.932,23.642,81.449,80.934,1955.96,20.5293,20.2714,23.8009,81.152,1.58847,5.43321,0.0231524
23159,620.327,599.814,0,24.554,23.672,82.162,79.178,2093.82,20.7307,20.4351,23.8775,81.444,1.22583,5.81615,0.0258859
23160,620.348,599.74,0,26.226,24.484,79.156,70.298,2851.99,20.8615,20.2863,25.3527,74.8593,2.35875,7.92219,0.0595641
23161,620.311,599.734,0,28.089,26.186,70.168,61.095,3176.38,20.5289,19.6474,26.9586,65.8595,3.27354,8.82328,0.10656
23162,619.896,599.75,0,29.57,27.338,63.636,53.631,3387.82,20.2309,18.9019,28.3756,58.7821,3.45896,9.41061,0.137692
23163,600.992,599.786,0,31.909,29.17,55.472,45.205,4032.52,19.7191,18.1013,30.436,50.3844,3.25882,11.2015,0.164836
23164,620.372,599.774,0,33.308,30.728,48.744,40.04,4027.61,19.4909,17.5351,31.9069,44.2101,3.07062,11.1878,0.180682
23165,620.412,599.777,0,34.604,32.226,42.798,34.253,3994.73,18.7818,16.4819,33.4769,38.5931,2.63292,11.0965,0.1791
23166,620.122,599.918,0,36.82,33.896,36.597,27.126,3936.79,17.7455,14.7931,34.9871,32.2581,2.57181,10.9355,0.197651
23167,620.146,599.74,0,36.75,34.882,31.062,27.218,3266.03,15.7367,14.241,35.6367,29.2723,3.00417,9.07232,0.236347
23168,620.034,599.82,0,36.082,34.146,32.574,28.578,2601.58,15.9104,14.5727,35.1657,30.6914,2.82292,7.22661,0.21662
23169,620.006,599.887,0,34.984,33.517,35.911,30.626,2122.65,16.5099,14.6911,34.2763,32.8419,2.6225,5.89624,0.193227
23170,620.177,599.78,0,33.794,31.47,39.078,35.007,1785.44,16.8552,15.8252,32.4328,38.1923,2.74479,4.95957,0.178797
23171,620.095,599.826,0,31.49,29.5,44.007,38.875,1760.74,16.0073,15.7483,30.4465,41.3313,2.68125,4.89093,0.116517
23172,600.943,599.872,0,29.541,28.259,47.542,44.004,1800.68,16.0948,15.9472,28.904,45.6548,2.08028,5.00189,0.0877821
23173,620.067,599.75,0,28.268,27.078,54.49,47.507,1825.93,17.1362,16.0272,27.6112,51.3116,1.70993,5.07202,0.0666322
23174,620.388,599.933,0,27.068,25.836,57.516,54.361,1867.99,17.1384,16.656,26.4209,55.8265,1.78181,5.18887,0.0603585
23175,620.018,599.854,0,25.897,24.835,70.708,57.396,1894.23,19.1973,16.8534,25.2664,63.7728,1.31535,5.26176,0.0392229
23176,619.908,599.765,0,24.854,24.093,77.302,70.64,1952.45,19.9949,19.1413,24.4375,75.0615,0.852777,5.42347,0.0199875
23177,600.888,599.841,0,24.163,23.752,81.604,77.191,1975.58,20.5313,19.8605,23.9376,78.7519,1.10639,5.48773,0.0204973
23178,619.872,599.933,0,23.912,23.331,87.531,81.168,2028.86,21.2492,20.3972,23.5987,85.1858,1.34049,5.63571,0.0167003
23184,619.737,599.734,0,26.726,23.842,87.258,70.052,2869.65,21.681,20.6704,24.9655,80.1014,2.50708,7.97125,0.050191
23185,600.891,599.731,0,29.189,26.538,71.031,58.917,3837.05,21.2283,20.1471,27.8687,64.8194,3.02799,10.6585,0.106387
23186,620.043,599.795,0,30.91,28.089,61.81,53.147,3440.52,20.9723,19.9296,29.2898,58.2909,2.66028,9.55699,0.115049
23187,600.925,599.854,0,32.808,29.59,58.009,47.122,3783.2,21.2468,19.282,30.8052,52.6182,2.45292,10.5089,0.125602
23188,619.911,599.811,0,34.105,30.22,52.171,41.593,4037.52,20.2025,18.8374,32.1397,46.9018,2.20632,11.2153,0.131577
23189,620.055,599.701,0,34.435,32.338,45.878,37.476,4156,19.9738,17.6642,33.4095,41.9056,2.4418,11.5445,0.159585
23190,620.061,599.927,0,36.041,32.617,42.205,33.706,3614.95,19.2651,17.0087,34.1049,38.3359,2.2609,10.0415,0.1589
23191,620.192,599.835,0,36.43,33.775,37.914,31.208,3180.4,17.9884,16.2076,34.9021,34.8185,1.78493,8.83444,0.137401
23192,619.963,599.905,0,36.123,33.677,36.64,30.804,2679.89,17.4446,15.8389,35.1354,32.9332,1.75417,7.44413,0.138456
23193,600.961,599.857,0,35.453,34.205,34.814,31.753,2239.15,16.7733,15.7267,34.9142,33.0226,1.58799,6.21987,0.12528
23194,620.092,599.887,0,34.626,32.568,36.357,33.541,1833.75,16.5136,15.592,33.5948,34.9313,1.22306,5.09375,0.0938834
23195,620.101,599.844,0,32.568,29.88,53.872,36.343,1790.57,19.5764,15.4606,31.4114,42.7729,1.42875,4.97381,0.0752102
23196,620.089,599.734,0,29.88,28.04,63.281,53.933,1879.14,20.4623,19.5345,28.9297,58.8908,1.87167,5.21984,0.0623266
23197,620.452,599.795,0,28.048,26.598,68.394,63.31,1919.69,20.4984,20.2708,27.3074,65.8831,1.31389,5.33247,0.0390416
23198,620.348,599.799,0,26.598,25.716,70.688,67.904,1935.47,20.3096,19.8211,26.0769,69.1591,0.787986,5.37632,0.023732
23199,620.403,599.744,0,25.724,24.995,78.148,70.688,1966.18,20.9528,20.0059,25.3502,74.7823,1.60167,5.4616,0.0319358
23200,620.36,599.774,0,24.995,24.375,84.656,78.148,2011.33,21.6841,20.9362,24.6234,82.089,1.42646,5.58702,0.0211685
23201,620.378,599.908,0,24.414,24.034,86.3,84.684,2007.86,21.7139,21.5646,24.1975,85.6536,1.1416,5.57738,0.0148996
23202,620.324,599.795,0,24.112,23.672,87.688,86.178,1956.26,21.6867,21.4757,23.8877,86.9001,0.670903,5.43405,0.00975051
23204,600.919,599.768,0,23.03,22.619,90.052,82.556,1791.48,21.3269,19.7996,22.8219,87.6575,0.407708,4.97633,0.006615
23205,600.836,599.811,0,22.92,22.448,82.496,78.75,1783.83,19.7869,18.6071,22.7098,79.683,0.194306,4.95508,0.00596809
23206,600.116,599.734,0,22.47,21.788,80.228,78.625,1702.88,18.6411,18.2062,22.1007,79.2966,0,4.73023,0.00227671
23207,600.888,599.78,0,24.003,21.817,79.92,69.652,1967.71,18.59,18.0818,22.8641,75.7318,0.275694,5.46587,0.0111213
23208,620.406,599.765,0,26.418,23.952,70.199,59.357,2782.38,18.4714,17.7814,25.1549,65.136,1.83875,7.72884,0.0654425
23209,619.872,599.811,0,28.9,26.177,60.425,51.976,3501.5,18.4558,17.7033,27.4755,56.2013,2.16174,9.72639,0.0982248
23210,620.324,599.795,0,30.59,27.82,55.291,46.662,4034.94,18.5622,17.4721,29.4365,50.204,2.43528,11.2082,0.127992
23211,619.942,599.89,0,32.318,30.279,48.732,41.425,4418.62,18.8519,16.9967,31.135,44.9538,2.34618,12.2739,0.141524
23212,619.942,599.841,0,33.248,31.201,46.087,36.621,4589.35,18.3573,15.9957,32.3602,40.2902,2.6234,12.7482,0.171697
23213,620.067,599.857,0,34.396,32.438,40.581,33.742,4399.18,18.1682,15.9175,33.5499,36.7965,2.74875,12.2199,0.191977
23214,620.067,599.902,0,35.183,33.238,37.205,32.248,4067,18.1278,15.9227,34.3605,34.6159,2.18549,11.2972,0.164835
23215,600.916,599.795,0,36.283,33.775,35.701,29.491,3504.88,17.5382,15.066,35.2722,31.6376,1.89083,9.73576,0.152763
23216,620.119,599.734,0,36.261,35.292,31.614,28.031,2795.58,16.3645,14.7671,35.7031,29.5903,2.39014,7.76549,0.192385
23217,620.153,599.75,0,35.851,35.074,30.712,28.556,2175.78,15.5439,14.7606,35.3977,29.8817,1.85069,6.04384,0.151011
23218,620.092,599.829,0,35.253,33.507,32.12,29.831,1841.88,15.4312,14.5404,34.2845,31.3297,1.57944,5.11632,0.125661
23219,620.083,599.933,0,33.526,29.77,56.902,31.968,1834.35,20.3625,14.3954,31.514,46.4941,2.28701,5.09542,0.0988143
23220,620.018,599.896,0,29.77,27.919,62.301,56.963,1957.13,20.4541,19.9508,28.7858,59.9898,2.28667,5.43647,0.0690951
23221,620.052,599.686,0,27.919,26.568,65.519,62.301,1964.89,20.1113,19.5815,27.1073,64.4836,1.78951,5.45804,0.0500325
23222,620.433,599.887,0,26.578,25.788,69.691,65.511,1957.47,19.876,19.565,26.1577,67.4721,1.71167,5.43741,0.0434699
23223,620.385,599.762,0,25.817,25.094,75,69.602,1940.61,20.4172,19.7837,25.4046,72.502,1.38368,5.39058,0.0314429
23224,619.954,599.734,0,25.094,24.554,79.304,75.023,1949.52,20.7919,20.3536,24.8399,77.3358,1.45035,5.41534,0.0266764
23225,619.863,599.945,0,24.574,24.173,81.082,79.268,1934.46,20.8598,20.7264,24.365,80.4604,1.1643,5.3735,0.0198508
23226,619.887,599.887,0,24.182,23.532,82.298,80.695,1909.3,20.7584,20.3194,23.9769,81.1414,0.577708,5.3036,0.011804
23227,600.931,599.887,0,23.542,23.161,83.386,78.384,1767.75,20.3773,19.4015,23.3199,81.4451,0.0969445,4.91042,0.00406398
23228,619.82,599.902,0,23.382,22.759,81.21,72.957,1733.28,19.5122,18.2266,23.0944,77.9561,0.105486,4.81466,0.00452721
23229,600.849,599.728,0,23.331,22.79,73.042,71.766,1759.69,18.2451,17.6213,23.1266,72.3674,0.498472,4.88804,0.0142157
23230,600.861,599.75,0,22.78,22.038,74.718,72.699,1726.8,17.6534,17.3379,22.3395,73.9825,0.0554861,4.79666,0.0036899
23231,620.29,599.78,0,23.952,22.078,74.55,66.968,1935.51,17.5539,17.3369,22.8067,71.6555,0.579444,5.3764,0.0201362
23232,619.875,599.841,0,27.088,23.964,67.152,57.218,2745.65,17.9839,17.2947,25.5024,61.3845,1.74736,7.62681,0.0693842
23233,620.378,599.89,0,29.07,26.796,57.203,49.554,3509.59,18.2086,17.2579,27.8391,53.7085,1.91889,9.74887,0.0944786
23234,620.018,599.844,0,31.07,28.228,52.414,42.533,4065.77,17.9379,16.7923,29.7183,47.3001,2.23972,11.2938,0.12673
23235,620.385,599.765,0,31.938,30.08,45.395,41.16,4365.12,17.9531,16.4253,31.0476,43.2858,2.86868,12.1253,0.171413
23236,600.946,599.887,0,33.238,31.048,44.073,37.407,4436.62,18.2012,16.4646,32.1575,40.7865,2.57208,12.3239,0.166665
23237,619.976,599.734,0,34.455,32.398,40.833,35.001,4516.33,17.9294,16.524,33.358,37.9246,2.46625,12.5454,0.171966
23238,620.128,599.936,0,34.786,32.847,39.789,34.05,3793.14,17.4239,16.0241,33.8201,35.8616,2.39604,10.5365,0.172948
23239,620.165,599.908,0,35.484,33.746,35.732,31.226,3464.61,17.0147,15.3774,34.6681,33.2377,2.25965,9.62393,0.172582
23240,619.951,599.908,0,35.771,34.435,33.302,29.972,2824.74,16.2961,14.9252,34.9885,31.3676,2.49278,7.84651,0.192534
23241,620.192,599.933,0,35.054,34.105,32.168,30.266,2250.79,15.6583,14.7713,34.6049,31.3222,1.85938,6.25221,0.146997
23242,620.14,599.734,0,34.275,32.378,34.201,31.188,1864.61,15.1563,14.5819,33.3739,32.7183,1.58722,5.17947,0.122066
23243,600.946,599.887,0,32.378,31.09,37.228,34.16,1821.91,14.8549,14.4983,31.7731,35.5562,1.40375,5.06087,0.0840594
23244,600.928,599.792,0,31.109,29.68,48.008,37.188,1859.62,17.74,14.7581,30.2815,40.6442,0.737083,5.16561,0.0452375
23245,620.397,599.74,0,29.9,27.669,59.814,48.135,1910.65,19.17,17.7546,28.7854,53.78,1.80653,5.30735,0.0679481
23246,620.47,599.945,0,27.659,26.096,67.336,59.72,1946.23,19.6546,19.1318,26.8458,64.0783,1.01882,5.40621,0.0336983
23247,620.4,599.75,0,26.087,25.265,72.27,67.426,1893.66,20.0001,19.5571,25.6588,69.7335,0.371458,5.26017,0.013159
23248,620.006,599.829,0,25.365,24.716,76.648,71.949,1903.88,20.392,19.9202,25.0491,73.8925,0.747986,5.28855,0.0191741
23249,619.872,599.811,0,24.754,24.163,82.378,76.586,1898.64,21.0567,20.3587,24.4326,79.2161,0.499097,5.27399,0.0116575
23250,620.369,599.808,0,24.182,23.542,87.23,82.348,1939.64,21.4121,20.9787,23.8561,85.1035,0.457778,5.3879,0.00844248
23254,620.287,599.734,0,22.148,21.445,93.598,86.367,1781.29,20.9996,19.3761,21.711,91.2666,0.0218056,4.94802,0.00248292
23255,600.898,599.872,0,23.932,21.666,88.254,70.058,2032.81,20.0438,18.1011,22.8563,78.106,0.960486,5.64671,0.0240943
23256,619.927,599.78,0,26.857,23.782,70.542,57.748,2677.92,18.508,17.7718,25.2178,64.7916,1.64326,7.43867,0.0601818
23257,619.884,599.826,0,28.88,26.337,59.451,50.859,3399.76,18.33,17.1925,27.6757,54.5953,1.41965,9.44377,0.0720432
23258,619.933,599.78,0,31.201,28.178,52.317,42.806,3660.93,18.2452,17.0175,29.5389,48.2326,1.93403,10.1693,0.10924
23259,620.046,599.75,0,32.699,30.208,46.123,37.343,4080.51,17.7361,16.172,31.6174,41.6706,2.53014,11.3348,0.159807
23260,620.122,599.747,0,33.207,30.92,42.483,36.787,3653.73,17.6565,15.9948,32.2469,39.0191,2.6516,10.1492,0.174476
23261,619.963,599.722,0,34.774,31.839,40.829,33.494,3979.54,17.5416,15.8345,33.242,36.4255,2.30229,11.0543,0.16456
23262,620.095,599.734,0,34.894,32.648,36.988,32.128,3472.72,17.148,15.4454,33.7625,34.7841,2.14354,9.64645,0.158938
23263,619.582,599.911,0,35.583,33.248,36.23,31.023,3470.99,17.3326,15.4211,34.4031,33.4489,1.98264,9.64163,0.153035
23264,620.083,599.841,0,35.841,33.687,34.109,30.066,2962.18,16.3372,14.9805,34.8358,31.6116,2.25715,8.22826,0.17585
23265,620.104,599.89,0,34.645,33.587,33.83,31.708,2340.34,15.9217,15.0769,34.1532,32.7575,1.96104,6.50094,0.150088
23266,620.174,599.811,0,34.205,32.117,35.812,32.695,1969.75,15.8068,14.9723,33.1594,34.082,1.22055,5.47152,0.0945646
23267,620.092,599.78,0,32.117,30.369,39.404,35.669,1904.47,15.2266,15.015,31.3047,37.5428,0.498403,5.29018,0.0350545
23268,600.07,599.887,0,30.38,29.041,42.443,39.329,1918.67,15.1139,14.9036,29.6747,40.9331,0,5.32965,0.00289494
23269,600.98,599.74,0,29.56,28.728,46.89,42.208,1913.19,16.3609,14.9179,29.1345,44.7683,1.35875,5.31443,0.0664832
23270,620.36,599.844,0,28.76,27.358,52.279,46.855,1905.93,16.7689,16.2688,28.0532,49.4136,1.0757,5.29425,0.0499447
23271,620.076,599.933,0,27.45,25.917,66.855,52.152,1925.18,19.3043,16.7224,26.7291,58.1646,1.27847,5.34772,0.0458434
23272,619.936,599.75,0,25.936,24.825,74.623,66.918,1963.16,20.0734,19.3184,25.3286,71.4397,0.796597,5.45322,0.021963
23273,600.949,599.795,0,24.876,24.112,79.602,74.592,1968.58,20.4634,20.0111,24.5995,76.8586,0.699583,5.46828,0.0163248
23274,600.882,599.826,0,24.112,23.532,85.449,79.602,1885.2,20.9956,20.3561,23.7233,82.9295,0.168611,5.23666,0.00517819
23275,600.907,599.908,0,23.562,22.93,90.164,85.416,1835.87,21.4124,20.9035,23.2402,88.1255,0,5.09965,0.00241914
23280,620.311,599.737,0,26.857,24.284,88.453,70.964,2654.95,22.5538,21.0505,25.5232,80.0307,1.36639,7.37487,0.0319618
23281,620.324,599.795,0,29.82,26.758,71.934,54.2,3909.32,21.3484,19.2938,28.092,62.8069,2.28632,10.8592,0.0902362
23282,620.046,599.777,0,31.548,28.81,56.96,46.855,4388.8,19.9689,18.4137,30.4904,50.6493,2.64076,12.1911,0.139068
23283,620.4,599.78,0,33.218,31.369,47.884,41.214,4804.75,19.3502,17.8304,32.3538,44.1748,2.1291,13.3465,0.135914
23284,620.07,599.759,0,34.786,32.218,44.517,36.894,4927.05,19.6012,17.584,33.6218,40.1932,1.79799,13.6863,0.128662
23285,620.131,599.768,0,36.201,33.974,40.179,33.306,4870.43,18.7694,16.9981,34.841,36.4883,1.835,13.529,0.140835
23286,619.924,599.841,0,36.839,34.774,37.714,30.466,4527.11,18.7883,16.1192,35.9298,33.2482,1.51271,12.5753,0.126403
23287,620.067,599.884,0,37.507,36.251,34.24,25.148,3868.92,18.3269,13.8628,36.913,29.0349,1.77813,10.747,0.154446
23288,620.116,599.795,0,37.964,36.691,29.13,23.848,3168.39,16.7549,13.5659,37.5103,25.8654,1.03118,8.80109,0.0993328
23289,620.134,599.908,0,37.786,36.22,27.964,23.236,2535.47,15.2037,12.72,36.8724,25.3683,1.17993,7.04298,0.110188
23290,619.982,599.75,0,36.66,34.205,28.722,24.824,2003.57,14.4643,13.1884,35.5727,27.0726,1.08451,5.56547,0.0970816
23291,620.07,599.902,0,34.216,30.978,46.577,28.363,1947.87,18.2809,12.9515,32.5569,34.9506,0.949722,5.41075,0.0635368
23292,620.018,599.911,0,30.978,28.92,51.916,46.541,2011.89,18.3647,18.0098,29.9107,49.5325,2.44229,5.58859,0.0934239
23293,620.412,599.75,0,28.951,27.478,57.444,51.754,2019.67,18.3844,17.6664,28.1757,53.8533,2.06896,5.6102,0.0732062
23294,620.375,599.762,0,27.49,26.136,69.66,57.414,2026.14,20.2296,18.3338,26.7868,62.9252,2.13771,5.62817,0.058073
23295,620.388,599.869,0,26.136,25.134,78.93,69.718,2035.12,21.2613,20.1871,25.6142,74.6165,2.12083,5.65311,0.0387508
23296,619.948,599.765,0,25.134,24.472,84.035,78.951,2030.91,21.64,21.2235,24.76,81.6456,1.79771,5.64142,0.0251452
23297,620.324,599.713,0,24.504,24.243,85.273,84.031,2038.41,21.739,21.612,24.3547,84.8883,2.07445,5.66225,0.0225926
23298,620.324,599.841,0,24.314,24.102,85.236,84.39,2041.7,21.6595,21.356,24.2077,84.8504,2.23854,5.67138,0.0235384
23299,620.317,599.838,0,24.173,23.984,84.941,84.121,1996.43,21.4061,21.2739,24.0805,84.5153,1.83931,5.54564,0.0213302
23300,620.287,599.814,0,24.073,23.893,85.144,84.468,1971.27,21.3772,21.2258,23.989,84.821,1.96438,5.47574,0.0216868
23301,619.744,599.75,0,24.054,23.893,85.93,85,1893.94,21.4712,21.3605,23.9634,85.6232,1.01861,5.26095,0.0136968
23302,600.958,599.78,0,23.993,23.852,85.824,84.023,1841.51,21.4691,21.0869,23.9137,84.6929,1.05736,5.11531,0.0147479
23303,600.949,599.75,0,25.075,23.972,84.406,81.109,2141.93,21.6704,21.1625,24.4403,83.2062,0.927847,5.9498,0.0198148
23304,620.302,599.719,0,26.096,25.056,81.336,75.508,2484.48,21.8994,21.1203,25.6471,77.8136,1.1125,6.90134,0.0296386
23305,619.786,599.74,0,27.188,25.615,76.178,70.943,2260.7,22.1217,20.4674,26.2057,73.0358,1.07597,6.27971,0.0338824
23306,619.875,599.75,0,28.66,26.157,71.523,62.522,2674.17,21.093,20.1894,27.2039,67.2056,1.50035,7.42826,0.0545019
23307,619.899,599.71,0,30.541,28.2,63.542,55.353,3130.04,21.2176,19.9667,28.7408,60.8696,1.66549,8.69454,0.0726512
23308,620.339,599.78,0,31.669,29.451,57.496,49.853,3412.91,20.9569,19.6337,30.5642,53.7535,1.28937,9.4803,0.0711451
23309,620.4,599.771,0,32.588,30.869,53.484,46.271,3588.86,20.5782,19.264,31.6681,49.2414,1.31118,9.96904,0.0802381
23310,620.336,599.908,0,34.396,31.72,50.011,40.612,3573.89,21.0611,18.7877,32.7937,45.5191,1.51243,9.92748,0.0982112
23311,620.086,599.896,0,34.994,32.658,46.854,39.165,3628.08,20.4156,18.8159,33.9304,42.2024,1.69229,10.078,0.11632
23312,620.104,599.896,0,35.273,33.277,42.785,36.707,2732.73,19.6278,17.8227,34.4505,39.5997,1.24444,7.59092,0.0918768
23313,620.192,599.795,0,34.466,33.277,40.154,37.134,2044.55,18.3279,17.2896,33.7074,38.9171,1.34535,5.67931,0.0968334
23314,620.134,599.85,0,34.015,31.54,45,37.337,1820.31,18.2083,17.3057,32.4249,41.9243,2.08896,5.05641,0.132764
23315,620.095,599.823,0,31.548,29.66,48.923,44.769,1837.38,18.2997,17.7341,30.5523,47.1006,2.55056,5.10383,0.102279
23316,620.07,599.808,0,29.701,27.829,59.654,48.919,1886.13,19.2783,17.8121,28.7629,54.0797,2.38562,5.23925,0.0811115
23317,620.372,599.933,0,27.81,26.157,68.32,59.742,2007.41,20.0068,19.2715,26.9227,64.797,2.36375,5.57613,0.05902
23318,620.372,599.921,0,26.198,25.224,74.201,67.712,2040.27,20.3203,19.631,25.6933,70.0255,1.88528,5.6674,0.0423097
23319,619.918,599.753,0,25.216,24.273,82.783,74.226,2050.92,21.2349,20.3065,24.657,78.6941,1.66139,5.69701,0.0274378
23320,620.382,599.826,0,24.353,24.154,85.226,82.806,2038,21.6666,21.2063,24.2662,84.43,1.69993,5.66111,0.0205953
23321,620.333,599.722,0,24.424,24.132,86.324,85.078,2036.02,21.9194,21.5169,24.2726,85.4004,1.51708,5.65561,0.0181338
23322,620.348,599.725,0,24.343,24.064,86.75,86.05,2037.95,21.9566,21.6589,24.1786,86.4354,1.90653,5.66097,0.0193872
23323,600.922,599.841,0,24.124,23.762,88.254,86.689,2031.94,21.8633,21.7028,23.9754,87.4945,1.41965,5.64426,0.0150596
23328,620.263,599.783,0,26.206,23.782,90.777,77.438,2444.09,22.5451,21.7308,24.7165,85.7352,1.33576,6.78914,0.0232875
23329,620.018,599.783,0,28.689,25.856,78.699,64.988,3645.56,22.2185,20.6591,27.6049,69.5225,2.10882,10.1265,0.0695889
23330,620.336,599.78,0,30.638,27.608,65.97,54.932,3362.14,21.3523,20.2134,28.8855,61.6526,1.7909,9.33928,0.0763672
23331,619.896,599.783,0,32.508,29.66,57.748,45.271,4407.36,21.2057,19.0284,31.0185,52.4103,1.88688,12.2427,0.103142
23332,620.388,599.734,0,34.166,31.359,51.15,39.781,4807.89,20.5232,18.4818,32.9566,45.1578,1.73299,13.3553,0.113829
23333,620.055,599.75,0,36.181,33.068,45.769,35.503,4698.22,20.3925,18.0515,34.5479,40.1362,1.73347,13.0506,0.126175
23334,619.924,599.826,0,36.919,35.173,39.8,33.282,4380.67,19.8115,17.7487,35.8913,36.1634,1.81694,12.1685,0.141443
23335,620.128,599.689,0,37.548,35.404,36.439,31.604,3622.58,19.0996,17.3969,36.5654,33.8254,1.46868,10.0627,0.12133
23336,620.168,599.795,0,37.886,35.733,34.632,30.112,2971.08,18.6394,17.0906,36.73,32.5292,2.01597,8.25302,0.161827
23337,620.037,599.795,0,36.58,34.786,35.716,32.08,2208.91,17.6425,16.8818,35.5655,33.851,2.49125,6.13586,0.186086
23338,620.024,599.817,0,34.755,31.528,45.263,35.371,1850.06,18.3011,17.1362,33.0394,40.985,3.03479,5.13906,0.188416
23339,620.452,599.933,0,31.54,29.22,51.601,45.193,1878.33,18.3504,18.1801,30.326,48.4692,2.80139,5.21759,0.105095
23340,620.07,599.759,0,29.208,27.478,58.509,51.568,1973.95,18.7006,18.2274,28.2921,55.4057,3.03479,5.48319,0.0900173
23341,620.058,599.75,0,27.478,26.177,64.988,58.476,2021.24,19.2373,18.6129,26.8084,61.8928,2.10556,5.61457,0.0591034
23342,619.908,599.811,0,26.198,25.236,67.34,63.052,2032.77,19.1233,18.3652,25.7264,65.267,1.89993,5.64659,0.049025
23343,619.908,599.765,0,25.224,24.284,75.738,67.273,2026.6,19.8036,18.7154,24.7236,71.6476,1.48833,5.62945,0.0334391
23344,619.881,599.771,0,24.304,23.632,85.058,75.8,2037.59,21.0329,19.6281,23.919,80.1019,1.37451,5.65998,0.0223351
23345,620.336,599.945,0,23.682,23.421,88.088,85.111,2067.59,21.3741,21.0291,23.5324,87.0291,1.82396,5.7433,0.0178217
23352,600.913,599.795,0,24.876,23.11,91.434,82.504,2271.62,21.9343,21.3562,23.8068,87.2701,0.841319,6.31006,0.015253
23353,620.333,599.902,0,27.65,24.896,82.592,67.416,2803.3,21.8672,20.8471,26.109,75.1968,1.49778,7.78696,0.0419305
23354,620.339,599.75,0,30.32,26.789,69.258,53.352,3676.83,21.2081,19.3956,28.7769,60.1077,2.79618,10.2134,0.114145
23355,619.948,599.811,0,31.708,29.35,55.529,46.86,3698.79,20.4333,18.8687,30.3544,52.4908,2.74257,10.2744,0.136683
23356,620.403,599.737,0,33.616,30.791,49.716,42.48,4389.6,20.1145,18.7106,32.3208,46.0135,2.61208,12.1933,0.155063
23357,620.083,599.734,0,34.964,31.579,48.062,37.603,3988.04,20.0539,18.0278,33.2303,42.3949,2.53604,11.0779,0.162589
